,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006
DCC_joint,nan,8.1394,-,1.,0.0239,0.0000,0.0016,1.,0.6059,0.0000
DCC_bivariate_loop,nan,8.0108,-2.2795,-,0.2933,0.0000,0.0624,1.,1.,0.0000
SW_cross_validated,nan,7.6493,-4.105,-2.9731,-,0.0058,1.,0.157,0.3348,0.0000
SW_15,nan,7.0784,-12.7603,-11.432,-4.7497,-,0.0001,0.0000,0.0000,0.0000
SW_30,nan,7.7388,-5.3349,-3.6745,0.5287,7.0497,-,0.0238,0.0668,0.0000
SW_60,nan,8.0425,-1.7133,0.5829,3.2588,11.8015,4.1068,-,1.,0.0000
SW_120,nan,8.0007,-2.6345,-0.2272,2.9121,11.6191,3.6444,-0.8481,-,0.0000
sFC,nan,5.8509,-54.4841,-56.2455,-17.8436,-17.5869,-31.3561,-56.5338,-64.4054,-
