,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.8995e-02,2.5317e-02,6.1191e-12,2.7693e-18,8.5054e-15,2.0808e-11,3.4518e-09,1.5486e-06
DCC_joint,,1.8995e-02,,8.3056e-01,2.5461e-13,3.3018e-19,6.5688e-16,8.7856e-13,1.1933e-10,3.3858e-04
DCC_bivariate_loop,,2.5317e-02,8.3056e-01,,2.2145e-13,2.6013e-19,5.4709e-16,7.8555e-13,1.1591e-10,1.0892e-04
SW_cross_validated,,6.1191e-12,2.5461e-13,2.2145e-13,,3.8279e-13,2.3050e-06,5.9431e-01,6.7328e-03,1.6570e-15
SW_15,,2.7693e-18,3.3018e-19,2.6013e-19,3.8279e-13,,1.0876e-09,3.6964e-13,1.1682e-13,5.5920e-21
SW_30,,8.5054e-15,6.5688e-16,5.4709e-16,2.3050e-06,1.0876e-09,,1.1624e-06,3.1430e-08,8.1298e-18
SW_60,,2.0808e-11,8.7856e-13,7.8555e-13,5.9431e-01,3.6964e-13,1.1624e-06,,2.2370e-02,6.8650e-15
SW_120,,3.4518e-09,1.1933e-10,1.1591e-10,6.7328e-03,1.1682e-13,3.1430e-08,2.2370e-02,,1.0970e-12
sFC,,1.5486e-06,3.3858e-04,1.0892e-04,1.6570e-15,5.5920e-21,8.1298e-18,6.8650e-15,1.0970e-12,
