,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.0953,0.6836,0.0000,0.0000,0.0000,0.0000,0.0000,0.0028
DCC_joint,,0.0953,,0.0729,0.0000,0.0000,0.0000,0.0000,0.0000,0.0943
DCC_bivariate_loop,,0.6836,0.0729,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0032
SW_cross_validated,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0001,0.3844,0.0000
SW_15,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000
SW_30,,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000
SW_60,,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,,0.0001,0.0000
SW_120,,0.0000,0.0000,0.0000,0.3844,0.0000,0.0000,0.0001,,0.0000
sFC,,0.0028,0.0943,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,
