,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.79,0.18,9.93,25.93,13.75,8.40,7.90,1.54
DCC_joint,,0.79,,0.85,9.79,24.57,13.66,8.62,8.08,0.79
DCC_bivariate_loop,,0.18,0.85,,7.59,21.23,11.93,7.36,6.43,1.52
SW_cross_validated,,9.93,9.79,7.59,,22.01,7.93,2.34,0.40,9.44
SW_15,,25.93,24.57,21.23,22.01,,7.16,11.01,17.98,22.74
SW_30,,13.75,13.66,11.93,7.93,7.16,,3.85,7.27,13.34
SW_60,,8.40,8.62,7.36,2.34,11.01,3.85,,2.36,8.73
SW_120,,7.90,8.08,6.43,0.40,17.98,7.27,2.36,,8.09
sFC,,1.54,0.79,1.52,9.44,22.74,13.34,8.73,8.09,
