,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.31,0.26,0.79,4.24,1.37,0.40,6.16,6.01
DCC_joint,,0.31,,0.06,1.11,5.10,1.88,0.72,8.58,9.64
DCC_bivariate_loop,,0.26,0.06,,1.08,5.08,1.84,0.69,8.62,9.75
SW_cross_validated,,0.79,1.11,1.08,,2.85,0.37,0.40,3.78,3.32
SW_15,,4.24,5.10,5.08,2.85,,2.83,3.54,0.34,0.48
SW_30,,1.37,1.88,1.84,0.37,2.83,,0.87,4.08,3.63
SW_60,,0.40,0.72,0.69,0.40,3.54,0.87,,4.88,4.51
SW_120,,6.16,8.58,8.62,3.78,0.34,4.08,4.88,,1.65
sFC,,6.01,9.64,9.75,3.32,0.48,3.63,4.51,1.65,
