,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-8.37,-8.24,-7.86,-7.27,-7.95,-8.27,-8.23,-6.00
DCC_joint,,-8.37,,2.28,4.11,12.76,5.33,1.71,2.63,54.48
DCC_bivariate_loop,,-8.24,2.28,,2.97,11.43,3.67,-0.58,0.23,56.25
SW_cross_validated,,-7.86,4.11,2.97,,4.75,-0.53,-3.26,-2.91,17.84
SW_15,,-7.27,12.76,11.43,4.75,,-7.05,-11.80,-11.62,17.59
SW_30,,-7.95,5.33,3.67,-0.53,-7.05,,-4.11,-3.64,31.36
SW_60,,-8.27,1.71,-0.58,-3.26,-11.80,-4.11,,0.85,56.53
SW_120,,-8.23,2.63,0.23,-2.91,-11.62,-3.64,0.85,,64.41
sFC,,-6.00,54.48,56.25,17.84,17.59,31.36,56.53,64.41,
