,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-1.76,0.41,22.21,57.99,30.76,18.78,17.66,-3.45
DCC_joint,,-1.76,,1.90,21.89,54.94,30.56,19.29,18.07,-1.77
DCC_bivariate_loop,,0.41,1.90,,16.97,47.47,26.67,16.45,14.38,-3.40
SW_cross_validated,,22.21,21.89,16.97,,49.22,17.74,5.23,-0.89,-21.10
SW_15,,57.99,54.94,47.47,49.22,,-16.00,-24.63,-40.21,-50.84
SW_30,,30.76,30.56,26.67,17.74,-16.00,,-8.61,-16.25,-29.82
SW_60,,18.78,19.29,16.45,5.23,-24.63,-8.61,,-5.27,-19.52
SW_120,,17.66,18.07,14.38,-0.89,-40.21,-16.25,-5.27,,-18.09
sFC,,-3.45,-1.77,-3.40,-21.10,-50.84,-29.82,-19.52,-18.09,
