,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.6838,0.9114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
DCC_joint,nan,2.577,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,0.0122
DCC_bivariate_loop,nan,2.4389,-0.2171,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0039
SW_cross_validated,nan,-15.6809,-18.9025,-19.0565,-,0.0000,0.0001,1.,0.2424,0.0000
SW_15,nan,-36.2749,-40.88,-41.4307,-18.4586,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-23.002,-26.6247,-26.9031,-6.7954,11.4382,-,0.0000,0.0000,0.0000
SW_60,nan,-14.576,-17.5833,-17.699,0.5422,18.4963,7.1523,-,0.8053,0.0000
SW_120,nan,-10.6316,-13.1141,-13.1374,3.0607,19.7776,9.2055,2.4987,-,0.0000
sFC,nan,7.0017,4.4091,4.9263,25.2577,51.371,34.14,23.2863,17.3558,-
