,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.2708e-04,1.7990e-04,4.1486e-06,4.0592e-11,7.0043e-06,1.2086e-04,1.2891e-06,3.0498e-03
DCC_joint,,2.2708e-04,,9.7324e-01,8.3449e-09,2.1123e-12,9.9637e-08,3.4225e-07,1.4975e-09,1.7172e-02
DCC_bivariate_loop,,1.7990e-04,9.7324e-01,,6.8768e-09,1.8834e-12,9.3008e-08,3.0454e-07,1.1451e-09,1.3162e-02
SW_cross_validated,,4.1486e-06,8.3449e-09,6.8768e-09,,1.6621e-07,1.1262e-01,5.4383e-01,8.7186e-01,1.5964e-08
SW_15,,4.0592e-11,2.1123e-12,1.8834e-12,1.6621e-07,,5.8536e-05,1.8235e-07,6.6572e-08,2.4926e-12
SW_30,,7.0043e-06,9.9637e-08,9.3008e-08,1.1262e-01,5.8536e-05,,5.5379e-02,7.9959e-02,2.5935e-07
SW_60,,1.2086e-04,3.4225e-07,3.0454e-07,5.4383e-01,1.8235e-07,5.5379e-02,,6.1388e-01,1.1038e-06
SW_120,,1.2891e-06,1.4975e-09,1.1451e-09,8.7186e-01,6.6572e-08,7.9959e-02,6.1388e-01,,1.8455e-09
sFC,,3.0498e-03,1.7172e-02,1.3162e-02,1.5964e-08,2.4926e-12,2.5935e-07,1.1038e-06,1.8455e-09,
