,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.16,1.10,7.02,16.24,10.30,6.52,4.76,3.15
DCC_joint,,1.16,,0.10,8.45,18.28,11.91,7.86,5.86,1.97
DCC_bivariate_loop,,1.10,0.10,,8.52,18.53,12.03,7.92,5.88,2.20
SW_cross_validated,,7.02,8.45,8.52,,8.25,3.04,0.24,1.37,11.30
SW_15,,16.24,18.28,18.53,8.25,,5.12,8.27,8.84,22.97
SW_30,,10.30,11.91,12.03,3.04,5.12,,3.20,4.12,15.27
SW_60,,6.52,7.86,7.92,0.24,8.27,3.20,,1.12,10.41
SW_120,,4.76,5.86,5.88,1.37,8.84,4.12,1.12,,7.76
sFC,,3.15,1.97,2.20,11.30,22.97,15.27,10.41,7.76,
