,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,9.28,-1.29,6.16,24.16,12.72,6.93,5.84,27.58
DCC_joint,,9.28,,-13.29,-1.38,18.10,4.48,-2.31,-3.70,22.78
DCC_bivariate_loop,,-1.29,-13.29,,8.19,33.07,17.29,10.00,8.71,43.06
SW_cross_validated,,6.16,-1.38,8.19,,14.24,4.69,-0.42,-1.44,15.60
SW_15,,24.16,18.10,33.07,14.24,,-12.44,-19.22,-20.88,-0.55
SW_30,,12.72,4.48,17.29,4.69,-12.44,,-6.43,-7.80,15.07
SW_60,,6.93,-2.31,10.00,-0.42,-19.22,-6.43,,-1.28,23.21
SW_120,,5.84,-3.70,8.71,-1.44,-20.88,-7.80,-1.28,,25.40
sFC,,27.58,22.78,43.06,15.60,-0.55,15.07,23.21,25.40,
