,0,1,2,3
1,6811.378940855657,6594.435493625822,6739.374798991657,6855.66671523407
2,5934.969169715873,5645.310414433515,5878.827832442852,6006.164318308221
3,5663.640509461448,5422.419309806058,5636.166878483771,5703.219929471276
4,5447.437764716467,5283.422874932148,5497.93654984918,5503.067686802977
5,5321.633005624669,5160.430139209865,5378.309817213988,5367.557571725293
6,5234.410366664622,5071.817543243219,5279.334632218241,5283.447119351125
7,5164.332349522445,5011.258630602683,5210.890829197817,5215.208563048995
8,5109.522411554004,4955.440742607737,5154.722643094237,5155.872279730052
9,5058.606414513351,4907.725550703721,5103.072251822875,5110.262825546414
12,4946.929954257107,4797.0037504516,4987.032613821733,4991.90351201118
15,4857.333928103483,4712.056474929044,4895.781131891077,4901.113953766577
18,4789.646586981129,4644.251236743034,4826.182989308273,4832.173307849038
