,0,1,2,3
1,10722.70504450615,10395.341455823902,10365.740624441363,10661.467840057338
2,9694.528822296386,9329.418739112782,9389.703338236603,9676.170743985636
3,9359.528025103062,9043.353059657504,9075.853679050108,9311.28698998305
4,9112.559224578796,8808.317051963491,8858.881960878622,9078.497137322489
5,8942.990063353891,8664.936417210669,8713.577691692088,8891.91766786866
6,8785.742644727366,8552.049368095551,8591.521673995618,8747.275607819745
7,8672.173523767604,8452.913119943698,8480.747578271108,8644.571238032544
8,8584.041071843643,8357.776405965697,8391.976100171907,8552.809361327836
9,8499.052524137498,8272.153273326858,8311.744844130924,8474.455630798162
12,8319.611883282534,8083.869477216043,8116.266143922905,8281.184816137626
15,8171.38690363935,7943.016301668077,7970.9310525947785,8129.413221819738
18,8050.40516054138,7824.133492049468,7850.771559836626,8006.224248646823
