,0,1,2,3
1,2009.7534512298148,1829.7784076989797,1756.687504735784,1964.8936435397277
2,1689.5419937635156,1479.9533986614192,1463.16614256441,1644.8577382692158
3,1573.043277104532,1402.0491485909956,1384.3320248549871,1525.983478978252
4,1499.471366708303,1354.0786577514536,1334.8064532540918,1468.7633205508214
5,1465.1023248877038,1319.6672940033015,1307.8294941511165,1428.8444176921157
6,1437.4532531547388,1292.1433537202283,1285.444363835668,1397.2819633087142
7,1414.2828239316443,1270.404996973651,1266.61565215444,1375.8290509302997
8,1393.5998962209342,1252.543821507642,1250.8486640317833,1356.6658214742533
9,1374.478290678839,1238.6200775456705,1237.0844156938176,1338.6169335452523
12,1326.836991028403,1205.7298106034425,1204.1417985381963,1296.649985713113
15,1298.5215928819118,1180.169115591796,1176.5562467740735,1263.7600776701722
18,1261.5801178009833,1158.1804007795133,1153.2644943370285,1241.8812505714698
