,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point
0,47,23,47,21,23,49,49,23,29,35,45
1,49,47,21,21,23,49,49,49,49,29,45
2,21,37,37,25,21,49,49,49,31,45,49
3,23,49,27,25,21,49,49,21,49,39,25
4,27,49,29,21,21,21,49,45,31,47,43
5,49,45,33,25,21,23,45,23,23,45,37
6,37,49,35,39,21,49,45,49,23,47,45
7,29,47,49,21,21,21,43,27,35,43,47
8,47,37,35,29,21,49,49,41,39,31,49
9,33,41,23,31,21,47,45,33,45,43,49
