,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.031,0.051,0.129,0.205,0.221,0.344,0.614,0.322,0.259,0.211,0.161,0.232
SVWP,0.031,0.054,0.135,0.208,0.229,0.335,0.564,0.330,0.261,0.209,0.165,0.229
DCC_joint,0.087,0.046,0.242,0.305,0.350,0.408,0.402,0.293,0.272,0.210,0.206,0.256
SW_cross_validated,0.116,0.184,0.215,0.250,0.284,0.344,0.365,0.286,0.277,0.235,0.218,0.252
SW_15,0.275,0.313,0.302,0.302,0.307,0.344,0.343,0.288,0.331,0.296,0.297,0.309
SW_30,0.203,0.229,0.216,0.259,0.315,0.417,0.523,0.269,0.284,0.255,0.217,0.289
SW_60,0.146,0.184,0.167,0.382,0.592,0.765,0.820,0.365,0.295,0.251,0.177,0.377
SW_120,0.098,0.175,0.311,0.727,0.748,0.647,0.692,0.356,0.372,0.245,0.189,0.415
sFC,0.068,0.016,0.692,0.694,0.692,0.694,0.694,0.369,0.795,0.202,0.298,0.474
