,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.009,0.008,0.015,0.015,0.012,0.028,0.020,0.010,0.015,0.004,0.006,0.013
SVWP,0.009,0.009,0.013,0.016,0.011,0.030,0.031,0.007,0.021,0.003,0.006,0.014
DCC_joint,0.009,0.006,0.008,0.007,0.007,0.010,0.006,0.007,0.003,0.004,0.008,0.007
SW_cross_validated,0.006,0.009,0.015,0.010,0.010,0.010,0.011,0.010,0.013,0.005,0.019,0.011
SW_15,0.008,0.015,0.018,0.007,0.008,0.009,0.015,0.012,0.011,0.006,0.013,0.011
SW_30,0.006,0.012,0.018,0.010,0.012,0.006,0.010,0.007,0.011,0.007,0.010,0.010
SW_60,0.004,0.012,0.013,0.009,0.007,0.004,0.004,0.006,0.012,0.006,0.005,0.007
SW_120,0.004,0.009,0.009,0.004,0.004,0.007,0.005,0.001,0.010,0.007,0.004,0.006
sFC,0.011,0.003,0.001,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.001,0.003
