,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.053,0.014,0.028,0.029,0.037,0.192,0.172,0.059,0.022,0.013,0.030,0.059
SVWP,0.053,0.014,0.023,0.052,0.027,0.193,0.205,0.055,0.034,0.012,0.027,0.063
DCC_joint,0.053,0.022,0.036,0.030,0.035,0.045,0.026,0.029,0.014,0.017,0.033,0.031
SW_cross_validated,0.043,0.013,0.024,0.027,0.037,0.040,0.035,0.059,0.017,0.016,0.024,0.031
SW_15,0.028,0.038,0.029,0.037,0.037,0.036,0.039,0.048,0.022,0.031,0.024,0.034
SW_30,0.018,0.031,0.034,0.014,0.028,0.029,0.034,0.030,0.017,0.016,0.024,0.025
SW_60,0.036,0.019,0.034,0.036,0.026,0.012,0.014,0.014,0.012,0.014,0.024,0.022
SW_120,0.054,0.031,0.019,0.018,0.014,0.025,0.017,0.012,0.011,0.018,0.026,0.022
sFC,0.051,0.014,0.004,0.010,0.007,0.010,0.007,0.009,0.008,0.009,0.007,0.012
