,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.031,0.031,0.089,0.152,0.178,0.305,0.605,0.305,0.212,0.206,0.141,0.205
SVWP,0.031,0.032,0.108,0.164,0.201,0.310,0.558,0.325,0.208,0.207,0.144,0.208
DCC_joint,0.089,0.028,0.241,0.304,0.349,0.406,0.400,0.293,0.266,0.207,0.203,0.253
SW_cross_validated,0.135,0.049,0.143,0.196,0.241,0.309,0.345,0.270,0.181,0.216,0.156,0.204
SW_15,0.301,0.123,0.188,0.220,0.224,0.254,0.273,0.259,0.180,0.255,0.220,0.227
SW_30,0.212,0.084,0.148,0.215,0.291,0.403,0.515,0.249,0.183,0.228,0.163,0.245
SW_60,0.160,0.061,0.176,0.384,0.588,0.765,0.821,0.371,0.228,0.225,0.146,0.357
SW_120,0.111,0.052,0.340,0.721,0.747,0.639,0.691,0.364,0.292,0.221,0.158,0.394
sFC,0.067,0.019,0.692,0.694,0.692,0.694,0.694,0.369,0.795,0.202,0.298,0.474
