,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.027,0.024,0.046,0.048,0.038,0.088,0.062,0.031,0.048,0.013,0.018,0.040
SVWP,0.028,0.029,0.043,0.052,0.033,0.095,0.097,0.021,0.065,0.011,0.020,0.045
DCC_joint,0.030,0.018,0.024,0.021,0.023,0.031,0.018,0.021,0.011,0.013,0.025,0.021
SW_cross_validated,0.020,0.029,0.047,0.030,0.033,0.032,0.036,0.033,0.040,0.017,0.060,0.034
SW_15,0.024,0.048,0.056,0.022,0.027,0.027,0.049,0.039,0.036,0.019,0.040,0.035
SW_30,0.018,0.039,0.056,0.031,0.037,0.020,0.031,0.023,0.036,0.022,0.030,0.031
SW_60,0.011,0.037,0.040,0.028,0.022,0.012,0.014,0.018,0.038,0.018,0.016,0.023
SW_120,0.014,0.027,0.027,0.012,0.013,0.023,0.016,0.005,0.033,0.021,0.014,0.019
sFC,0.036,0.010,0.003,0.007,0.005,0.007,0.005,0.006,0.006,0.006,0.005,0.009
