,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.23,27.45,64.09,30.33,27.58,19.23,4.87
DCC_bivariate_loop,,,0.23,,26.78,62.24,29.47,26.74,18.74,4.56
SW_cross_validated,,,27.45,26.78,,24.88,-0.19,-3.28,-6.33,-21.22
SW_15,,,64.09,62.24,24.88,,-27.77,-32.30,-31.30,-52.26
SW_30,,,30.33,29.47,-0.19,-27.77,,-3.40,-6.63,-23.00
SW_60,,,27.58,26.74,-3.28,-32.30,-3.40,,-3.77,-20.24
SW_120,,,19.23,18.74,-6.33,-31.30,-6.63,-3.77,,-13.86
sFC,,,4.87,4.56,-21.22,-52.26,-23.00,-20.24,-13.86,
