,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.28,0.33,0.88,4.00,1.80,0.73,0.43,3.27
DCC_joint,,1.28,,1.27,0.30,3.49,0.64,0.68,0.83,2.54
DCC_bivariate_loop,,0.33,1.27,,0.73,5.01,1.99,0.53,0.17,4.28
SW_cross_validated,,0.88,0.30,0.73,,3.15,0.83,0.27,0.47,2.31
SW_15,,4.00,3.49,5.01,3.15,,2.95,4.12,3.67,1.57
SW_30,,1.80,0.64,1.99,0.83,2.95,,1.32,1.37,1.90
SW_60,,0.73,0.68,0.53,0.27,4.12,1.32,,0.26,3.28
SW_120,,0.43,0.83,0.17,0.47,3.67,1.37,0.26,,2.88
sFC,,3.27,2.54,4.28,2.31,1.57,1.90,3.28,2.88,
