,null,constant,periodic_1,periodic_2,periodic_3,checkerboard,stepwise,state_transition
0,1.208,0.954,0.630,0.876,1.428,0.343,0.593,1.536
1,1.044,0.658,1.001,0.132,0.176,1.584,0.845,0.665
2,0.832,0.310,0.292,0.371,0.106,0.223,0.998,0.948
3,0.618,0.602,0.506,1.609,0.225,0.969,0.206,0.546
4,1.050,0.823,0.235,0.300,0.250,0.112,0.459,0.608
5,0.974,0.640,0.343,0.287,0.269,1.418,0.591,0.745
6,0.651,0.477,0.552,0.155,0.237,1.066,0.295,0.429
7,0.620,1.099,0.334,0.655,0.194,0.311,0.442,0.637
8,1.207,0.410,0.219,0.815,0.677,1.624,1.353,0.558
9,0.359,1.761,0.325,0.170,1.136,1.327,0.169,0.931
10,1.095,0.410,0.495,0.209,0.280,0.562,0.227,0.757
11,0.797,0.293,0.642,0.458,0.136,1.005,0.381,1.213
12,1.133,0.800,0.395,0.267,0.246,0.438,1.140,0.654
13,0.904,1.156,0.318,0.352,0.416,0.153,0.421,0.942
14,0.150,0.869,0.788,0.334,0.631,0.729,0.660,0.109
15,0.616,0.504,0.230,0.124,0.187,1.019,0.656,1.790
16,1.162,1.151,0.841,0.174,0.121,0.382,0.268,0.780
17,0.528,1.006,0.329,0.840,0.326,1.049,1.179,0.992
18,1.433,0.777,0.483,0.497,0.474,0.716,1.172,1.142
19,1.123,0.389,0.625,0.329,0.865,0.902,0.742,1.298
20,0.493,1.351,1.270,0.210,0.391,1.347,0.323,1.490
21,0.792,0.698,0.582,0.311,0.273,0.317,0.747,0.795
22,1.162,0.911,0.510,0.327,0.701,0.460,0.412,0.655
23,0.452,0.729,0.487,0.189,0.347,0.293,0.683,0.816
24,0.806,1.747,0.280,0.120,0.320,0.888,0.319,0.407
25,0.200,0.978,0.708,0.190,0.863,0.370,0.313,0.604
26,0.122,1.423,0.382,0.354,0.350,0.418,0.911,0.208
27,0.702,0.860,1.183,0.224,0.126,0.960,0.385,0.600
28,1.083,0.452,0.491,0.268,1.020,1.165,1.077,1.736
29,0.561,0.756,0.721,0.172,0.187,0.737,0.343,0.241
