,null,constant,periodic_1,periodic_2,periodic_3,checkerboard,stepwise,state_transition
0,0.903,0.874,0.869,0.850,0.828,0.873,0.773,0.850
1,0.880,0.888,0.844,0.749,0.870,0.861,0.895,0.874
2,0.873,0.936,0.869,0.947,0.763,0.720,0.931,0.837
3,0.871,0.925,0.896,0.816,1.042,0.886,0.887,0.944
4,0.852,0.853,0.952,0.928,0.939,0.862,0.948,0.833
5,0.896,0.885,1.059,0.847,1.102,0.828,1.009,0.807
6,0.955,0.913,0.902,0.782,1.139,0.850,0.962,0.943
7,0.882,0.807,1.049,0.909,0.934,0.882,0.815,0.800
8,0.891,0.813,0.807,0.869,0.983,0.820,0.885,1.011
9,0.796,0.908,0.915,0.835,0.896,0.841,0.922,0.856
10,0.895,0.935,0.927,0.841,1.483,0.787,0.895,0.766
11,0.858,0.871,0.924,1.135,0.801,0.910,0.933,0.856
12,0.860,0.831,0.870,0.947,0.996,0.928,0.959,0.846
13,0.848,0.913,0.826,0.983,1.173,0.826,0.942,0.965
14,0.814,0.821,0.913,0.875,0.870,1.016,0.913,0.774
15,0.972,1.033,0.888,0.841,0.853,0.840,1.051,0.839
16,0.833,0.826,0.968,0.765,0.841,1.333,0.880,0.854
17,0.851,0.858,0.876,0.836,0.894,0.879,0.939,0.921
18,0.866,0.823,0.762,0.893,0.979,0.919,0.849,0.848
19,0.864,1.018,0.997,0.893,0.823,0.969,0.976,0.863
20,0.768,0.849,0.891,0.758,1.048,0.852,1.088,0.824
21,0.843,0.903,0.819,0.858,0.985,0.876,0.957,0.900
22,0.854,0.809,0.860,0.903,0.869,0.760,0.891,0.944
23,1.053,0.889,0.917,0.744,1.427,0.851,0.876,0.830
24,0.889,0.873,0.872,0.822,0.998,0.874,0.850,0.809
25,0.886,0.804,0.947,0.812,0.837,0.888,0.873,0.819
26,0.767,0.932,0.794,0.958,0.933,0.875,0.926,0.846
27,0.790,0.924,0.856,0.821,0.875,0.828,0.991,0.881
28,0.861,0.824,0.949,0.818,0.862,0.871,0.903,0.822
29,0.932,0.900,0.867,0.699,0.886,0.901,0.911,0.906
30,0.890,0.837,0.961,0.854,1.278,0.738,0.881,0.857
31,0.871,0.893,0.816,1.162,1.002,0.783,0.865,0.829
32,0.873,0.858,0.873,1.062,0.910,0.881,0.870,0.791
33,0.832,0.868,0.925,0.888,0.885,0.847,0.936,0.823
34,0.933,0.875,0.846,0.970,1.007,0.863,0.882,0.773
35,0.799,0.926,0.948,0.844,0.928,0.856,0.859,0.887
36,1.245,0.796,0.830,0.888,0.948,0.952,0.910,0.719
37,0.895,1.010,0.840,0.904,0.921,0.866,0.938,1.041
38,0.846,0.744,0.769,0.865,1.202,0.817,0.862,0.920
39,0.845,0.879,0.991,1.042,0.862,0.853,0.887,0.995
40,0.849,0.912,0.920,0.927,0.881,0.850,0.815,0.910
41,0.881,0.835,0.818,1.177,0.824,0.786,0.956,0.726
42,0.824,0.907,0.908,1.023,0.870,0.849,1.121,0.756
43,0.977,0.962,0.900,0.926,1.387,0.786,0.939,0.841
44,0.871,0.961,1.017,0.888,0.961,0.811,0.861,0.939
45,0.761,0.836,0.841,0.917,0.842,0.829,0.827,0.887
46,0.873,0.818,0.836,0.830,0.809,0.979,0.892,0.877
47,0.737,0.846,0.909,0.910,1.048,0.883,0.947,0.891
48,0.848,0.910,0.923,0.828,0.844,0.830,0.902,0.840
49,0.881,0.908,0.844,1.034,0.871,0.891,0.931,0.838
50,0.872,0.888,0.816,0.895,0.986,0.845,0.849,0.785
51,0.880,0.948,0.917,0.867,0.955,0.847,0.945,0.961
52,0.709,0.918,0.901,0.799,0.850,0.871,0.828,0.885
53,0.926,0.923,0.859,0.904,0.999,0.931,0.900,0.973
54,0.826,1.162,0.998,0.845,0.850,0.909,0.793,0.830
55,0.863,0.908,0.806,0.941,0.847,0.859,0.957,1.010
56,0.868,0.805,0.829,0.779,0.946,0.790,0.840,0.818
57,0.860,0.834,0.913,0.899,0.867,0.836,0.918,0.903
58,0.876,0.907,1.075,1.007,0.819,1.223,1.062,0.868
59,0.874,0.926,0.882,0.913,1.215,0.827,1.098,0.926
60,0.868,0.880,0.852,0.963,0.864,0.878,0.893,0.913
61,0.913,0.898,1.083,0.935,0.859,0.813,0.910,0.754
62,0.787,0.928,0.899,0.794,0.867,0.915,1.016,0.871
63,0.869,0.817,0.936,0.930,0.982,0.820,0.849,0.990
64,0.906,0.992,0.877,0.927,0.841,0.829,1.093,0.821
65,0.855,0.913,0.803,0.931,0.866,0.866,0.893,0.857
66,0.942,1.013,0.918,0.948,0.973,0.870,0.915,0.938
67,0.827,0.881,0.902,0.833,0.811,0.863,0.851,0.775
68,0.913,0.707,0.873,0.882,0.783,0.866,0.857,0.929
69,0.862,0.883,0.827,0.860,0.904,0.894,0.873,0.831
70,0.911,0.842,0.917,0.861,0.895,0.833,0.864,0.848
71,0.957,0.841,0.955,1.166,1.017,0.847,0.926,0.731
72,0.898,0.874,0.968,0.833,0.861,0.832,0.896,0.906
73,0.781,0.885,0.862,0.919,1.009,0.833,0.914,0.956
74,1.087,0.891,0.870,0.914,1.173,0.870,0.932,0.888
75,0.982,0.805,0.875,0.815,0.823,0.901,0.858,0.803
76,0.857,0.842,0.930,0.865,0.910,0.973,0.962,0.959
77,0.906,0.891,0.947,0.810,0.818,1.173,0.908,0.907
78,0.892,0.938,0.878,0.910,0.898,0.870,0.861,0.948
79,0.792,0.926,0.869,0.904,0.937,0.846,0.893,0.861
80,0.968,0.923,0.816,0.749,0.840,0.863,0.904,0.877
81,0.861,0.820,0.951,1.144,0.880,0.979,0.907,0.871
82,0.792,0.809,0.869,0.940,0.846,0.800,0.982,0.901
83,0.792,0.859,0.796,1.133,0.899,0.863,0.839,0.970
84,0.914,0.980,0.955,1.186,1.195,0.876,0.811,0.777
85,0.888,0.842,0.855,0.988,0.808,0.802,1.082,0.888
86,0.872,0.939,0.833,0.772,1.117,0.798,0.862,0.932
87,0.821,0.949,0.839,1.023,0.926,0.852,0.813,0.887
88,0.879,0.822,0.916,0.811,0.988,0.792,0.814,0.817
89,0.815,0.986,1.183,0.904,0.922,0.891,0.944,0.770
90,0.849,0.952,0.866,0.942,0.849,1.026,0.889,0.885
91,0.835,0.782,1.125,0.894,0.693,0.913,0.929,0.895
92,0.855,0.865,0.911,0.855,0.922,0.844,0.939,0.857
93,0.851,0.933,0.941,0.854,0.923,1.009,0.892,0.920
94,0.831,1.044,0.968,0.893,0.948,0.966,0.977,0.850
95,0.843,0.861,1.221,0.906,0.859,0.872,0.819,0.843
96,0.863,0.932,0.870,0.908,0.810,0.859,0.905,0.840
97,0.844,0.858,0.807,1.001,0.894,0.911,0.851,0.900
98,0.907,0.962,1.141,0.819,0.819,0.833,0.859,0.878
99,0.911,0.889,0.960,0.967,0.873,0.962,0.924,0.850
100,0.997,0.866,0.830,1.119,1.274,0.893,0.867,0.872
101,0.891,0.951,0.921,0.814,0.814,0.907,0.942,0.764
102,0.799,0.744,0.746,0.865,0.975,0.880,1.027,0.878
103,0.841,0.953,0.851,0.806,0.869,0.886,0.829,0.948
104,0.848,1.028,0.877,0.801,0.902,0.926,0.929,0.858
105,0.884,0.866,0.858,0.716,0.883,0.832,0.848,0.864
106,0.804,0.878,0.837,0.927,1.168,0.817,0.873,0.911
107,0.883,0.841,0.964,0.785,0.921,0.720,0.863,0.858
108,0.840,1.054,0.938,0.828,0.875,1.091,0.856,0.843
109,0.887,1.027,0.825,1.021,1.120,0.942,0.926,0.827
110,0.911,0.787,0.883,0.870,0.848,0.814,1.028,0.860
111,0.969,0.746,0.815,0.930,0.883,0.829,0.825,0.823
112,0.857,0.888,0.913,0.919,0.881,0.905,0.836,0.883
113,0.875,0.764,0.876,0.862,0.844,0.933,0.871,0.816
114,0.878,1.092,1.001,0.946,0.997,0.962,0.876,0.793
115,0.876,0.932,0.972,0.792,0.865,0.761,0.887,0.903
116,0.858,1.118,1.039,0.905,1.102,0.869,1.127,0.836
117,0.963,0.825,0.859,0.773,0.806,0.826,0.844,0.849
118,0.856,0.846,0.875,0.780,0.922,0.752,0.839,0.914
119,0.910,0.794,1.084,0.866,0.910,0.844,0.842,0.860
120,1.019,0.874,0.875,0.963,1.188,0.816,0.800,0.863
121,0.841,0.942,0.890,0.825,0.889,0.908,0.903,0.775
122,0.840,0.858,0.923,0.945,1.004,0.755,0.878,0.807
123,0.913,0.957,0.961,1.224,0.828,0.826,0.931,0.834
124,0.853,0.797,0.759,1.020,0.922,0.866,0.897,0.911
125,0.806,0.891,0.863,1.030,0.795,0.865,0.865,0.927
126,0.901,0.849,0.968,0.872,0.890,0.936,0.961,0.829
127,0.884,0.932,0.885,1.117,0.842,0.749,0.919,0.859
128,0.828,0.790,0.826,0.911,0.970,0.805,1.175,1.016
129,0.878,0.868,0.854,0.899,0.912,0.837,0.934,0.847
130,0.833,0.846,0.907,0.923,0.859,0.751,1.090,0.830
131,0.767,1.034,0.738,0.875,0.853,0.782,0.889,0.831
132,0.881,0.898,0.798,0.941,0.853,0.921,0.734,0.922
133,0.880,0.952,0.838,0.980,0.991,0.826,0.839,1.056
134,0.923,0.796,0.928,1.044,1.038,0.850,0.904,0.810
135,0.878,0.810,0.782,1.111,0.934,0.941,0.950,0.879
136,0.807,0.887,0.857,0.698,0.953,1.013,0.944,0.921
137,0.878,1.045,0.856,1.038,0.882,0.918,0.972,0.834
138,0.931,0.902,0.992,1.025,0.931,0.798,0.892,0.925
139,0.923,0.898,1.024,0.807,1.274,0.932,0.957,0.966
140,0.863,0.805,0.832,1.011,0.823,0.870,0.860,0.934
141,0.845,0.844,0.932,1.036,0.815,0.771,0.874,0.853
142,0.860,0.932,0.833,0.887,0.930,0.840,0.989,0.849
143,1.030,0.907,0.880,0.885,0.886,0.843,0.895,0.903
144,0.876,0.825,0.859,1.008,0.845,0.961,0.905,0.866
145,0.866,0.926,0.778,0.915,0.984,0.848,0.974,0.782
146,0.843,1.022,0.792,0.926,0.755,0.848,1.002,0.790
147,0.833,0.814,1.080,0.827,0.946,0.963,0.889,0.829
148,0.860,0.768,1.066,0.886,1.029,0.880,0.949,0.834
149,0.864,0.929,0.806,0.892,0.940,0.897,0.803,0.918
150,0.862,0.784,0.970,1.151,1.161,0.865,0.902,0.918
151,0.767,0.929,0.935,0.828,0.736,0.831,1.026,0.866
152,0.857,0.923,0.903,0.928,0.982,0.927,0.868,0.796
153,0.822,0.818,0.857,1.171,0.925,0.926,0.897,0.866
154,0.817,0.853,0.917,1.107,0.795,0.905,0.897,0.873
155,0.899,0.809,1.024,0.893,1.165,0.793,0.804,0.866
156,0.860,0.912,0.980,0.828,0.984,0.862,0.914,0.966
157,0.860,0.924,0.901,0.925,0.944,0.922,0.975,1.046
158,0.855,0.795,0.936,1.225,0.998,0.876,0.880,0.997
