,null,constant,periodic_1,periodic_2,periodic_3,checkerboard,stepwise,state_transition
0,0.864,0.867,1.054,0.858,0.841,0.887,1.227,0.834
1,0.888,0.909,0.835,0.885,1.039,0.834,0.837,0.900
2,0.861,0.813,0.789,0.983,0.770,0.857,0.881,0.822
3,0.890,0.885,0.916,0.816,1.028,0.912,0.916,0.947
4,0.844,0.941,0.847,0.841,0.738,1.096,0.980,0.815
5,0.888,0.889,1.018,0.877,0.889,0.833,0.868,0.833
6,0.993,0.863,0.964,0.825,0.966,0.853,0.918,0.977
7,0.897,0.868,0.857,0.919,0.799,0.925,1.112,0.913
8,0.841,0.782,0.943,0.993,1.036,0.790,0.870,0.799
9,0.777,0.874,0.890,0.793,0.877,0.810,0.815,0.847
10,0.820,0.956,0.943,0.843,0.853,1.039,0.965,0.819
11,0.887,0.858,0.879,0.810,0.869,0.761,0.788,0.860
12,0.856,0.779,0.750,0.778,0.996,0.769,0.919,0.906
13,0.852,0.910,0.781,0.925,0.852,0.895,0.891,1.022
14,0.957,0.922,0.901,0.925,0.902,1.089,0.914,0.866
15,0.889,1.024,0.770,0.913,0.855,0.830,0.958,0.817
16,0.814,0.792,0.936,0.946,0.889,0.960,0.842,0.819
17,0.854,0.826,0.757,0.876,0.892,0.915,0.838,0.960
18,0.867,0.832,0.876,0.886,0.906,0.915,0.843,0.835
19,0.751,0.771,1.101,0.977,0.794,0.949,0.924,0.834
20,0.836,0.817,0.889,0.919,0.989,0.778,0.864,0.835
21,0.883,0.863,0.826,0.842,1.020,0.872,0.894,0.896
22,0.850,0.912,0.870,0.926,0.814,0.857,0.822,0.907
23,0.915,0.872,0.876,0.764,1.063,0.852,0.887,0.869
24,0.868,0.847,0.851,0.850,0.937,0.862,0.918,0.874
25,0.877,0.759,0.974,1.009,0.862,0.936,0.847,0.911
26,0.831,0.916,0.842,0.937,0.903,0.797,0.928,0.690
27,0.984,0.871,0.902,0.858,0.962,0.816,0.971,0.787
28,0.854,0.803,0.930,0.933,0.851,0.828,0.904,0.797
29,0.872,0.962,0.852,0.900,0.930,0.875,0.924,0.839
30,0.878,0.837,0.835,0.955,1.199,0.787,1.014,0.751
31,0.857,0.861,0.928,0.952,0.981,0.862,0.977,0.808
32,0.829,0.851,0.864,1.003,0.972,0.899,0.899,0.839
33,0.817,0.873,0.908,0.899,0.857,0.880,0.912,0.831
34,0.973,0.851,0.792,0.819,0.985,0.895,0.799,0.815
35,0.914,0.938,0.973,0.788,0.967,0.884,0.819,0.868
36,0.969,0.842,0.843,0.883,0.878,0.918,0.840,0.889
37,0.838,0.967,0.857,0.870,0.941,0.779,0.900,1.046
38,0.889,0.844,0.817,0.893,0.904,0.795,0.908,0.888
39,0.777,0.841,1.042,0.972,0.863,1.172,0.904,0.995
40,0.839,0.900,0.891,1.256,0.825,0.969,1.100,0.890
41,0.880,0.865,0.788,1.019,0.813,0.814,1.026,0.889
42,0.817,0.847,1.001,0.878,1.185,0.828,0.894,0.926
43,0.905,0.857,0.940,0.904,0.887,0.971,0.940,0.788
44,0.889,0.806,1.090,0.827,0.846,0.860,0.876,0.874
45,0.821,0.749,0.799,0.896,0.732,0.854,1.136,0.896
46,0.823,0.771,0.816,0.868,0.857,0.930,0.881,0.841
47,0.921,0.821,0.953,1.009,1.079,0.905,0.930,0.880
48,0.829,0.902,0.940,0.850,0.820,0.800,0.877,0.833
49,0.808,0.878,0.906,0.953,1.117,0.903,0.944,0.844
50,0.852,0.868,0.886,0.871,0.986,0.859,0.867,0.817
51,0.842,0.939,0.913,1.021,0.859,0.842,1.059,0.934
52,0.806,0.873,0.781,0.809,0.872,0.794,0.893,0.953
53,0.849,0.793,0.890,1.017,0.780,1.024,0.886,0.996
54,0.749,0.854,0.931,0.826,0.897,1.205,0.826,0.855
55,0.746,0.931,0.820,0.941,0.785,0.786,0.982,1.010
56,0.862,0.938,0.887,0.817,0.914,0.864,0.793,0.892
57,0.841,0.886,0.820,0.948,0.819,0.806,0.862,0.963
58,0.817,0.891,1.080,0.798,0.735,0.855,1.082,0.884
59,0.831,0.889,0.952,0.867,0.830,0.780,0.960,0.937
60,0.856,0.829,0.915,0.940,0.832,1.007,0.930,0.842
61,0.868,0.912,1.062,0.964,0.958,0.809,0.901,0.801
62,0.999,0.824,0.812,0.833,0.856,0.846,0.869,0.961
63,0.858,0.844,0.932,0.912,0.887,0.825,1.074,0.814
64,0.882,0.799,0.922,0.926,0.796,0.836,1.066,0.768
65,0.859,0.767,0.961,0.793,1.041,0.827,0.855,0.899
66,0.864,0.970,0.856,1.037,0.999,0.828,0.898,0.940
67,0.861,0.887,0.851,0.858,0.812,0.833,0.823,0.850
68,0.877,0.859,0.838,0.803,0.842,0.853,0.864,0.907
69,0.854,0.869,0.835,0.886,0.863,0.893,0.900,0.870
70,0.834,0.825,0.909,0.877,0.886,0.800,0.860,0.829
71,0.902,0.817,0.904,0.919,1.050,0.856,0.822,0.799
72,0.886,0.804,1.028,0.919,0.960,0.838,0.885,0.841
73,0.765,0.917,0.907,0.946,1.228,0.838,0.888,0.867
74,1.089,0.945,0.930,0.837,1.122,0.837,0.924,0.877
75,0.856,0.796,0.882,0.885,1.030,0.844,0.935,0.760
76,0.860,0.957,0.897,1.038,1.052,0.975,0.847,0.935
77,0.870,0.825,0.919,0.825,0.804,1.014,0.830,0.877
78,0.853,0.862,0.887,0.812,0.903,0.875,0.841,0.936
79,0.829,0.737,0.819,0.850,0.816,0.893,0.915,0.852
80,0.765,0.950,0.855,0.952,0.859,0.873,0.851,0.928
81,0.865,0.809,1.032,0.950,0.874,0.808,0.795,0.853
82,0.884,0.901,0.793,0.964,1.055,0.819,0.828,0.843
83,0.849,0.918,0.867,0.994,0.762,0.916,0.866,0.891
84,0.861,0.932,0.923,0.836,0.765,0.911,1.063,0.761
85,0.808,0.747,0.852,1.005,0.761,0.775,0.939,0.825
86,0.827,0.770,0.861,0.800,0.968,0.854,0.932,0.877
87,0.827,0.913,0.888,0.808,1.015,0.864,0.791,0.860
88,0.826,0.818,0.817,0.879,0.777,0.794,0.853,0.834
89,0.833,0.827,1.426,0.883,0.852,0.879,0.878,0.831
90,0.954,1.008,0.878,1.046,0.866,0.946,0.863,0.819
91,0.791,0.930,0.910,0.834,0.920,0.901,1.000,0.825
92,0.918,0.861,1.019,0.854,0.947,0.837,0.796,0.851
93,0.830,0.830,1.064,1.027,0.829,0.917,0.839,1.125
94,0.827,0.932,0.869,0.862,0.847,0.929,0.820,0.816
95,0.855,0.790,1.081,0.962,0.611,0.830,0.804,0.816
96,0.826,0.881,0.931,0.921,0.857,0.855,0.814,0.849
97,0.841,0.858,0.804,0.943,1.002,0.812,0.848,0.912
98,0.897,1.022,1.113,0.788,0.741,0.810,0.853,0.856
99,0.936,1.103,1.023,1.039,0.840,0.885,0.934,0.844
100,1.007,0.750,0.758,0.990,1.226,0.887,0.901,1.070
101,0.865,0.938,0.871,0.749,0.872,1.081,1.044,0.739
102,0.890,0.820,0.881,0.853,0.950,0.805,1.009,0.883
103,0.840,0.899,1.020,0.905,1.018,0.814,0.837,0.900
104,0.912,1.116,0.859,0.826,0.942,0.962,0.956,0.801
105,0.853,0.816,0.819,0.767,0.901,0.861,0.857,0.898
106,0.834,0.909,0.811,0.972,0.890,0.855,0.867,0.879
107,0.978,0.760,0.828,0.792,0.858,0.831,0.882,0.924
108,0.824,1.030,0.805,0.839,0.794,0.766,0.903,0.835
109,0.849,0.888,0.775,1.046,0.735,0.918,0.831,0.846
110,0.873,0.949,0.868,0.823,0.832,0.841,0.938,0.832
111,1.080,0.890,0.800,0.929,0.839,0.801,0.933,0.830
112,0.830,0.896,0.895,0.955,1.096,0.910,0.891,0.843
113,0.884,0.825,0.902,0.766,0.805,0.837,0.904,0.961
114,0.842,1.047,0.999,0.944,0.946,0.891,0.860,0.866
115,0.851,0.920,0.963,0.773,1.187,0.862,0.776,0.875
116,0.846,1.108,1.063,0.912,1.043,0.881,0.992,0.825
117,0.925,0.800,0.926,0.891,0.917,0.830,0.842,0.754
118,0.876,0.835,0.898,0.906,0.876,0.851,0.852,0.905
119,0.922,0.807,0.876,0.901,1.203,0.832,0.941,0.842
120,0.863,0.849,0.842,0.904,1.062,0.859,0.811,0.877
121,0.787,0.902,0.989,0.856,1.047,0.924,1.019,0.768
122,0.836,0.865,0.876,1.099,0.956,0.945,0.885,0.857
123,0.909,0.926,0.846,0.903,0.803,0.835,0.874,0.829
124,0.770,0.743,0.836,0.916,0.998,0.784,0.887,0.961
125,0.842,0.912,0.794,0.845,0.965,0.787,0.897,0.933
126,0.890,0.857,0.985,0.897,1.539,0.927,0.939,0.858
127,0.891,0.870,0.881,1.074,0.886,0.800,0.851,0.847
128,0.871,0.954,0.837,0.909,1.033,0.967,1.171,0.838
129,0.872,1.049,0.837,0.986,0.792,1.020,0.913,0.816
130,0.775,0.842,0.965,0.955,0.856,0.854,1.240,0.822
131,0.943,1.105,0.861,0.870,0.891,0.808,0.876,0.860
132,0.905,0.784,0.866,0.920,0.819,0.875,0.861,0.893
133,0.864,0.868,0.769,0.830,0.947,0.796,0.920,0.838
134,0.932,0.894,0.918,1.021,0.864,0.725,0.789,0.743
135,0.818,0.824,0.791,1.008,0.881,0.963,0.891,0.895
136,0.887,0.877,0.867,0.808,0.984,0.990,0.909,0.840
137,0.846,1.043,0.860,0.929,0.837,0.864,0.849,0.818
138,0.930,0.832,0.963,0.938,0.969,0.814,0.884,0.912
139,0.764,0.634,0.964,0.818,0.921,0.849,0.854,0.781
140,0.852,0.803,0.891,0.911,0.787,0.827,0.868,0.990
141,0.821,0.813,0.879,1.229,0.777,0.862,0.857,0.877
142,0.874,0.988,0.804,0.885,1.075,0.829,0.920,0.898
143,0.982,0.873,0.877,0.932,0.792,0.838,0.872,0.902
144,0.870,0.873,0.793,0.935,0.866,0.999,0.923,0.806
