,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,-5.631604531362914,-5.070105758120536,-5.124431795527292,-5.088416654302701,-5.41656430164131,-5.752649675769899,-5.640337206812956,-5.616526963001556,-4.27083325812564,-5.672865088981468,-5.647925362317901
1,-5.684060553929952,-5.1010223183940955,-5.280920352151644,-5.197149583178348,-5.355001130089624,-5.605071150925449,-5.709024290604411,-5.7316658416923065,-4.205481619416188,-5.569858829810624,-5.474227856659729
2,-5.671977285539588,-5.1097981316098915,-4.91059664589061,-5.1210898970739125,-5.393349052707294,-5.675489786138973,-5.706003616297478,-5.771497140436819,-3.981969864648987,-5.602295050111036,-5.6420930537832295
3,-5.613127583276167,-5.12106833342416,-5.118367920971291,-5.146042325856825,-5.128232879049992,-5.689987508151023,-5.596771905532903,-5.757025497984875,-4.284871943994839,-5.547786908318148,-5.550609624195187
4,-5.732570578367307,-4.993131849697053,-5.1845093233229,-5.385535557242,-5.595349751311565,-5.803439127105138,-5.663868136978243,-5.834549507672886,-4.154586923806035,-5.543952629989991,-5.48450712315954
5,-5.655422577799802,-5.152037785155919,-5.25855688363205,-5.351629029759229,-5.342694145529033,-5.55977497728158,-5.596484430721843,-5.687826089560726,-4.236706602677508,-5.5830809356117035,-5.567211770239651
6,-5.722037023711273,-5.216065042404711,-5.228332459890902,-5.160800816785676,-5.304697932927694,-5.627166370123211,-5.663720047642257,-5.649331961421559,-4.419235623817055,-5.557199651647988,-5.449847440213634
7,-5.741139203547416,-5.159381358989569,-5.118512337644076,-5.658951044340677,-5.266011594779577,-5.555516090097659,-5.663103300277118,-5.700198667759257,-4.198027291228594,-5.609489061103216,-5.3912814079007765
8,-5.667182407056892,-5.211641638677972,-5.145209416845776,-5.221680733592207,-5.541891121747754,-5.593838545919686,-5.745059075643416,-5.596585008109089,-4.035612793196296,-5.526304919337133,-5.362749514389377
9,-5.726195096164447,-5.176564824958816,-5.216947957714176,-5.303704476866155,-5.292728075805626,-5.482639844476637,-5.73899442877279,-5.642584881261987,-4.9057198971937055,-5.547252242556781,-5.355455387472598
