,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,-5.610395798246708,-5.0849895701168,-5.397774865111273,-5.5499260803070145,-5.6409264608325245,-5.585472315048403,-5.592549951831796,-5.631769969786214,-4.985143090941732,-5.651889144629522,-5.759610271243823
1,-5.712097535046599,-5.1005377519904975,-5.698712905780568,-5.620338984628307,-5.541702973688409,-5.458595330263368,-5.643555626991638,-5.708846124733315,-5.172478933887168,-5.6034094851541685,-5.499232735654398
2,-5.677581001634328,-5.110015536648494,-5.144974413546954,-5.41831774444886,-5.612565543430442,-5.61260588873599,-5.669405170995805,-5.768386284113137,-5.463608297327491,-5.636905023087154,-5.769267299185532
3,-5.619691770782543,-5.114143162109218,-5.456252768616599,-5.448512175176348,-5.395133504880032,-5.599226470115926,-5.530581502792675,-5.7390789739389785,-4.866969009419842,-5.536408161174032,-5.5978246456083625
4,-5.734636560912486,-4.990149330208896,-5.423516015020914,-5.671190976018738,-5.533149992456174,-5.625264957384149,-5.562227987664735,-5.848776628809413,-4.893482015126894,-5.531448843423622,-5.47559385426658
5,-5.661833007605065,-5.142071140617957,-5.595010346411007,-5.714050565470387,-5.68719280261738,-5.637731016238645,-5.537410129747923,-5.691600395831542,-5.151112580973521,-5.581345608309152,-5.514864127906145
6,-5.740715223370967,-5.261030090270809,-5.574660544936434,-5.436504847995541,-5.510732095199225,-5.512528890156712,-5.643958398489153,-5.624365098887199,-4.870325383647025,-5.546337511235968,-5.502834679424252
7,-5.743228620962278,-5.1513098520775715,-5.50721852449859,-5.702268127331774,-5.638647195222955,-5.754826350840074,-5.619691515496052,-5.699937331854184,-4.955568616573787,-5.608965727593313,-5.424526661433083
8,-5.655459921674335,-5.233811344820699,-5.373032593950804,-5.658900292504113,-5.5135978496033315,-5.503488302214882,-5.639954027368508,-5.619511859458731,-4.72266526319229,-5.53879543807002,-5.416866285288933
9,-5.681417629073462,-5.195869011275656,-5.56675720208416,-5.646777639418762,-5.631506981592434,-5.531142711595965,-5.691190831253903,-5.62068292248789,-5.138002116663793,-5.536679904879503,-5.405081409051179
