,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,-5.646276865410268,-5.0733351616436435,-5.70242835241395,-5.439451685025813,-5.454937661887288,-5.459975139451383,-5.434198748073695,-5.566706406722192,-5.992407427537952,-5.656321273787203,-5.724830665082411
1,-5.721726281848586,-5.111340273011487,-5.627768577790875,-5.53727304002163,-5.329709030095221,-5.348183254391191,-5.537988882699429,-5.705007403400158,-5.3278183987908365,-5.6087870556715735,-5.451732295360732
2,-5.6703477953693415,-5.110015541320979,-5.035467756053779,-5.254202084500417,-5.414775770327221,-5.544566877439074,-5.583415425144057,-5.7366039586137125,-6.44393371783916,-5.629316626306345,-5.729814113228462
3,-5.621255341036435,-5.109152097799597,-5.389415995791379,-5.233418459686952,-5.181897129990278,-5.548027475684722,-5.5318405097113335,-5.6877050449245266,-6.446470854326411,-5.517391068025055,-5.555535468026594
4,-5.725582026774247,-4.990149337737945,-5.351877190687047,-5.551525036456464,-5.380221248021344,-5.451161778787159,-5.416123958980571,-5.852952779907373,-4.584351311992355,-5.522359348154913,-5.460655969520776
5,-5.661319675211521,-5.142071140595816,-5.600421845976184,-5.50906137287409,-5.61249228757842,-5.437712837450481,-5.399554026963406,-5.648096887749159,-4.779450879490086,-5.57865630633428,-5.502157730461099
6,-5.753221247185926,-5.2647647226822905,-5.445445163448817,-5.291575274203858,-5.415862518523406,-5.3529193462987745,-5.5010059327603065,-5.5892365372896675,-4.780112648627638,-5.546589607923193,-5.436936405820929
7,-5.776129752695401,-5.170571377262194,-5.299972142153184,-5.614553331078096,-5.457137726104142,-5.655412265557291,-5.4731901614140455,-5.699773442086935,-5.065883999294205,-5.608965728138233,-5.424841667914089
8,-5.683457998782879,-5.223379447810579,-5.377746391669221,-5.3839372813971655,-5.434675770538787,-5.387686040697551,-5.346857160576722,-5.62330199583369,-4.797421970022207,-5.56080529206497,-5.386829287827677
9,-5.69092832358576,-5.19620351220295,-5.433128427106135,-5.48858303688872,-5.3414652873228015,-5.3883810845159,-5.558601399431882,-5.587305295036617,-7.69413463004084,-5.548792447460147,-5.381965650290885
