,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,-5.939884652337148,-5.489366018554783,-5.878824634003417,-5.733422842360444,-5.875450993473105,-6.010554697718114,-5.830975852800017,-5.768440773375241,-5.613220951834155,-5.631341943689422,-5.73976071422063
1,-5.76558891026759,-5.580210059303664,-5.767426873458444,-5.92717735519032,-6.169247311297381,-5.825657069630384,-5.6277024940618325,-5.664416845180977,-5.759531160807154,-5.936479607636456,-5.902790835593399
2,-5.697971936652811,-5.753634732119342,-5.647943451936414,-5.70202936304526,-5.812215834628373,-6.2951953632871165,-5.8057173665152115,-6.01726776615081,-5.692175170352318,-5.711001137450292,-5.926493868530049
3,-5.819315868371314,-5.822898260086805,-5.836785294119566,-5.812326518078635,-5.857908518629359,-5.80857468930792,-5.7754332930934265,-5.853970018224174,-5.644574502296297,-5.656097686237993,-5.641102132107196
4,-5.878674702193508,-5.70236776020339,-5.5120466480844765,-5.6754124933990875,-6.07957079084596,-5.826622431870737,-6.086920604336809,-5.685384099430203,-5.568836995746258,-5.875665370379799,-5.734040503745032
5,-5.647479784311283,-5.7319437555205495,-5.67915083207354,-6.046310894904126,-5.769594220879969,-5.588530974539084,-5.704136870785303,-5.558305832565773,-5.807265160230568,-5.920112483021126,-5.742649811743006
6,-5.9696887025698375,-5.6837338696433,-5.916261529269227,-5.829336184021497,-5.91380136535299,-5.747013449704622,-5.645093810133919,-6.054608785141783,-5.707830699873307,-5.600943493883579,-5.763147478153448
7,-5.694071870258271,-5.647804994677763,-5.739291242246132,-5.760050336695015,-5.810656429900148,-5.807682834413843,-5.936148311710794,-5.680629388023973,-5.899100337309803,-5.792832381199947,-5.836881449854368
8,-5.741968300596941,-5.765109855661018,-5.906013065821184,-5.73753242519284,-5.547960629956744,-5.956054985853166,-5.835014087958025,-6.031229881098858,-5.728534361074091,-5.815686287525228,-5.924323940824275
9,-5.636742354693188,-5.614522823507698,-5.750946833925977,-5.982532985185105,-5.901044957695413,-5.867031425869852,-5.625887196567469,-5.75466120224877,-5.630640424284336,-5.7250599952796755,-5.667976212707169
