,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,-5.858199347203083,-5.496544790384474,-5.781203978576766,-5.819633440325996,-5.724625165105831,-6.027582120463016,-5.798828281720782,-5.67610787923958,-5.603854191637308,-5.696575792769099,-5.65939433521111
1,-5.677329676019918,-5.621735755779348,-5.884884871403753,-5.698022319143123,-5.931396691073749,-5.734508348282982,-5.657251729393331,-5.583188777464606,-5.828171578604469,-5.76837175101051,-5.901057552661559
2,-5.753291737049559,-5.757547740874785,-5.585700721219339,-5.533947222352317,-5.7185285506289825,-5.675674931178409,-5.831862641136838,-5.813809267544518,-5.59915645853253,-5.723048159918196,-5.675420002587389
3,-5.810954396280767,-5.720541273757219,-5.812821605170207,-5.690658964482234,-5.795780782476786,-5.777318946394123,-5.6398864475653046,-5.768576382331258,-5.643486686130382,-5.623139090702896,-5.647220998403757
4,-5.808544304142827,-5.7854039556261565,-5.49929025790961,-5.67543195730952,-5.891534801579215,-5.714988572067358,-5.892311019343336,-5.6889070589008055,-5.585006839757931,-5.774454251116465,-5.67406679232883
5,-5.675835294171308,-5.71843879993699,-5.606083170492882,-6.0490732066744615,-5.661076785384985,-5.507679641358149,-5.677960614206503,-5.503400125374363,-5.7867241758973025,-5.906387299117748,-5.824594417306465
6,-5.9376286122201165,-5.765934197228656,-5.812823112098581,-5.688304069014469,-5.612243485619416,-5.733815503461747,-5.566088619048389,-5.950471844511526,-5.70147098444172,-5.566062665906266,-5.745551066437346
7,-5.58992789583986,-5.609571634796499,-5.701843805928856,-5.757011082204826,-5.773259582578491,-5.705773181318904,-5.9271779562865525,-5.701069265119348,-5.798082636336837,-5.674808259312938,-5.690144951494628
8,-5.809418375184305,-5.712716950985657,-5.870461250045167,-5.703465891954397,-5.608318567615643,-5.747295964234805,-5.837741676095822,-5.864266636375634,-5.695373090792316,-5.6834267433532775,-5.954189290707936
9,-5.607362555994076,-5.653236607782142,-5.71657102847887,-5.783851658149695,-5.89414341717944,-5.838563959205508,-5.649953524338349,-5.799018863870089,-5.691333840420989,-5.772880939185786,-5.637823975675032
