,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,-7.075912439127053,-6.249984213775288,-5.920365831658767,-6.734993137788121,-6.445256971659555,-6.09216742753013,-5.915369532965238,-6.525811780501101,-8.456565700610945,-7.037870547234477,-6.946213581061374
1,-6.253527495152027,-6.886401313706321,-6.406306197074611,-6.9150878192340155,-6.738538440106493,-6.0405534531378615,-6.179879801238541,-6.519480686487273,-4.714752632899535,-6.428186940552035,-6.74429640114334
2,-6.359361340191665,-6.003802048208264,-5.930401518813638,-5.976767138881687,-5.819248324382766,-6.647394835705111,-6.524867964412659,-6.488803748136682,-4.574095945398124,-6.729787355280296,-6.818456947637692
3,-6.809791724760808,-6.291424880423474,-5.9172610644058246,-6.088740834813207,-6.102986777892745,-6.400157269047852,-6.11566054286273,-6.598272340326148,-5.701317233869581,-7.022571364423757,-6.696255147632291
4,-6.657181406507362,-5.6151567096966515,-6.184057655916498,-6.495747430537009,-5.870911473744815,-6.903693556373338,-5.92786295261744,-6.893097989088142,-6.18210994566918,-7.111839645178309,-6.343809548225352
5,-6.427633324028941,-5.8567681004829595,-6.569540696873039,-6.206052158806688,-6.179180059981686,-6.716291425635243,-5.938263418147942,-6.906295877317192,-5.8650472106808005,-6.663740432860707,-6.792577882512926
6,-6.980920236982224,-6.1686910073884675,-6.521935302513129,-5.876927054884483,-5.812152572451466,-5.8453293738695535,-6.4390634255709935,-6.137167566098531,-6.144329016101072,-6.3632501750903865,-6.484791739064057
7,-6.826457040682861,-6.009907452562742,-5.846119512421569,-6.482600942044546,-6.041922172296467,-7.05571650079208,-8.554790624150963,-6.532578202630253,-6.475674561484482,-7.129404632189305,-5.995206576868131
8,-6.806112710877321,-6.5806717448220855,-6.473594929071688,-7.859979840499759,-5.944480804272497,-5.729269772991273,-6.467268471483312,-7.071612285672737,-6.100359338979553,-6.266460310193824,-6.434467372732214
9,-6.592802821532569,-6.176841237246167,-6.1768674815332565,-6.297652699718361,-6.108060440929319,-6.741318758194882,-6.664732366433188,-6.679630636141649,-5.702955641953987,-6.369173875789316,-6.068490997042238
