,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP_joint,,,,,,,,,,,,
SVWP_joint,0.041,0.009,0.017,0.018,0.026,0.026,0.020,0.075,0.027,0.010,0.011,0.025
DCC_joint,0.036,0.006,0.035,0.031,0.026,0.018,0.027,0.012,0.027,0.009,0.024,0.023
DCC_bivariate_loop,0.037,0.015,0.028,0.021,0.022,0.033,0.026,0.021,0.014,0.010,0.034,0.024
SW_cross_validated,0.032,0.007,0.026,0.028,0.027,0.031,0.174,0.072,0.021,0.010,0.010,0.040
SW_15,0.026,0.021,0.022,0.028,0.017,0.025,0.018,0.019,0.015,0.030,0.027,0.023
SW_30,0.023,0.016,0.020,0.032,0.012,0.024,0.030,0.025,0.013,0.023,0.028,0.022
SW_60,0.029,0.013,0.026,0.024,0.018,0.015,0.020,0.015,0.015,0.015,0.022,0.019
SW_120,0.033,0.016,0.042,0.013,0.012,0.014,0.013,0.009,0.008,0.015,0.027,0.018
sFC,0.038,0.007,0.001,0.005,0.003,0.003,0.007,0.003,0.003,0.009,0.002,0.007
