,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,0.880,1.023,0.895,0.941,0.819,0.897,0.897,0.793,0.830,0.826,0.826
1,0.789,0.848,0.721,0.871,1.371,0.897,0.897,0.770,0.846,0.826,0.826
2,0.870,0.847,0.883,0.950,0.983,0.897,0.897,0.859,0.815,0.826,0.826
3,0.853,0.835,0.903,0.770,1.062,0.897,0.897,0.840,0.923,0.826,0.826
4,0.852,1.063,0.913,0.782,0.968,0.897,0.897,0.743,1.006,0.826,0.826
5,0.911,0.892,1.006,0.864,1.030,0.897,0.897,0.913,0.890,0.826,0.826
6,0.873,0.907,0.875,0.912,0.731,0.897,0.897,0.952,0.895,0.826,0.826
7,1.006,0.812,0.830,0.860,0.837,0.897,0.897,0.856,0.886,0.826,0.826
8,0.852,0.828,0.840,1.213,1.007,0.897,0.897,0.832,0.868,0.826,0.826
9,0.889,0.839,0.918,0.905,0.897,0.897,0.897,0.952,0.914,0.826,0.826
