,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,1.439,0.317,0.781,0.489,1.035,1.436,1.436,1.312,0.908,0.534,1.368
1,0.888,1.323,0.241,0.402,1.733,1.436,1.436,1.302,0.686,1.283,1.368
2,0.719,1.558,1.172,0.461,0.644,1.436,1.436,1.450,1.471,1.088,1.368
3,1.253,1.240,0.909,0.754,0.227,1.436,1.436,1.216,0.641,1.608,1.368
4,1.387,0.192,1.023,0.487,0.318,1.436,1.436,1.485,0.624,2.078,1.368
5,1.338,1.801,0.653,0.490,0.750,1.436,1.436,0.679,1.556,1.749,1.368
6,0.765,0.728,0.792,0.274,0.151,1.436,1.436,0.998,0.554,1.614,1.368
7,0.726,0.926,1.363,1.120,1.049,1.436,1.436,1.005,0.362,1.748,1.368
8,1.191,1.793,1.274,0.431,0.291,1.436,1.436,1.005,1.172,0.548,1.368
9,0.680,1.482,0.474,0.482,1.436,1.436,1.436,1.005,1.297,1.368,1.368
