,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,97,45,39,35,47,45,93,97,69,69,99
1,67,99,89,41,49,99,95,77,57,71,63
2,93,69,69,75,53,23,99,71,73,97,95
3,89,71,99,73,33,97,79,59,99,39,89
4,93,95,93,49,43,63,69,69,89,89,93
5,53,95,53,43,77,99,99,59,73,99,63
6,81,53,53,45,23,53,95,41,47,99,51
7,65,49,93,99,77,97,99,95,99,83,83
8,89,93,93,57,33,23,87,73,43,47,37
9,99,87,81,51,67,89,33,95,49,55,51
