,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.26,3.60,0.33,8.05,3.24,1.27,-0.16,18.60
DCC_joint,,2.26,,1.82,-1.72,7.07,1.27,-0.98,-2.99,22.48
DCC_bivariate_loop,,3.60,1.82,,-3.02,4.74,-0.63,-2.54,-4.43,15.44
SW_cross_validated,,0.33,-1.72,-3.02,,7.20,2.64,0.84,-0.52,16.20
SW_15,,8.05,7.07,4.74,7.20,,-5.70,-7.35,-9.67,8.61
SW_30,,3.24,1.27,-0.63,2.64,-5.70,,-2.09,-4.12,18.84
SW_60,,1.27,-0.98,-2.54,0.84,-7.35,-2.09,,-1.69,19.66
SW_120,,-0.16,-2.99,-4.43,-0.52,-9.67,-4.12,-1.69,,26.82
sFC,,18.60,22.48,15.44,16.20,8.61,18.84,19.66,26.82,
