,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,7.1203e-11,1.3542e-10,4.3285e-08,5.2973e-21,6.8211e-17,2.4382e-13,1.1241e-11,5.0110e-10
DCC_joint,,7.1203e-11,,9.1501e-01,2.3127e-13,3.9035e-28,1.2131e-22,2.2418e-18,2.0395e-17,4.8730e-01
DCC_bivariate_loop,,1.3542e-10,9.1501e-01,,3.0735e-13,6.3760e-27,4.5448e-22,4.2861e-18,4.0219e-17,5.6362e-01
SW_cross_validated,,4.3285e-08,2.3127e-13,3.0735e-13,,1.1084e-14,1.4051e-09,2.8073e-05,2.2802e-02,5.8622e-13
SW_15,,5.2973e-21,3.9035e-28,6.3760e-27,1.1084e-14,,1.4095e-14,6.6769e-15,1.1176e-16,1.3469e-24
SW_30,,6.8211e-17,1.2131e-22,4.5448e-22,1.4051e-09,1.4095e-14,,1.6597e-06,5.8530e-10,9.7005e-21
SW_60,,2.4382e-13,2.2418e-18,4.2861e-18,2.8073e-05,6.6769e-15,1.6597e-06,,8.6271e-04,2.1523e-17
SW_120,,1.1241e-11,2.0395e-17,4.0219e-17,2.2802e-02,1.1176e-16,5.8530e-10,8.6271e-04,,2.1140e-16
sFC,,5.0110e-10,4.8730e-01,5.6362e-01,5.8622e-13,1.3469e-24,9.7005e-21,2.1523e-17,2.1140e-16,
