,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.8620e-30,6.9245e-45,5.5381e-03,2.0152e-42,2.1540e-87,7.1521e-13,9.3722e-06,2.1840e-01
DCC_joint,,1.8620e-30,,2.9677e-04,1.0060e-05,1.6551e-06,1.3580e-40,1.7432e-63,7.6735e-46,2.1902e-46
DCC_bivariate_loop,,6.9245e-45,2.9677e-04,,9.3417e-11,9.0421e-02,3.3139e-27,1.2852e-78,4.8600e-60,7.1053e-64
SW_cross_validated,,5.5381e-03,1.0060e-05,9.3417e-11,,7.7480e-13,6.9348e-37,2.7389e-11,1.3832e-07,4.2632e-04
SW_15,,2.0152e-42,1.6551e-06,9.0421e-02,7.7480e-13,,2.3937e-17,3.5184e-70,6.4753e-56,2.3608e-55
SW_30,,2.1540e-87,1.3580e-40,3.3139e-27,6.9348e-37,2.3937e-17,,3.0310e-115,5.5858e-99,6.2721e-106
SW_60,,7.1521e-13,1.7432e-63,1.2852e-78,2.7389e-11,3.5184e-70,3.0310e-115,,2.4589e-02,4.0173e-15
SW_120,,9.3722e-06,7.6735e-46,4.8600e-60,1.3832e-07,6.4753e-56,5.5858e-99,2.4589e-02,,2.3216e-05
sFC,,2.1840e-01,2.1902e-46,7.1053e-64,4.2632e-04,2.3608e-55,6.2721e-106,4.0173e-15,2.3216e-05,
