,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.28,0.05,0.63,3.62,2.09,0.96,0.33,0.93
DCC_joint,,0.28,,0.23,0.92,3.89,2.39,1.26,0.61,0.61
DCC_bivariate_loop,,0.05,0.23,,0.68,3.62,2.12,1.00,0.38,0.86
SW_cross_validated,,0.63,0.92,0.68,,3.10,1.48,0.31,0.29,1.66
SW_15,,3.62,3.89,3.62,3.10,,1.87,2.98,3.25,5.16
SW_30,,2.09,2.39,2.12,1.48,1.87,,1.23,1.72,3.43
SW_60,,0.96,1.26,1.00,0.31,2.98,1.23,,0.60,2.09
SW_120,,0.33,0.61,0.38,0.29,3.25,1.72,0.60,,1.29
sFC,,0.93,0.61,0.86,1.66,5.16,3.43,2.09,1.29,
