,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-4.27,-1.67,5.99,26.31,13.43,11.42,7.43,-3.82
DCC_joint,,-4.27,,2.47,10.21,30.49,17.32,15.69,10.99,0.59
DCC_bivariate_loop,,-1.67,2.47,,7.51,27.54,14.74,12.86,8.73,-1.98
SW_cross_validated,,5.99,10.21,7.51,,20.21,7.76,5.31,2.20,-9.89
SW_15,,26.31,30.49,27.54,20.21,,-11.60,-15.08,-16.20,-30.46
SW_30,,13.43,17.32,14.74,7.76,-11.60,,-2.80,-4.92,-17.13
SW_60,,11.42,15.69,12.86,5.31,-15.08,-2.80,,-2.51,-15.48
SW_120,,7.43,10.99,8.73,2.20,-16.20,-4.92,-2.51,,-10.71
sFC,,-3.82,0.59,-1.98,-9.89,-30.46,-17.13,-15.48,-10.71,
