,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.68,1.68,0.08,0.20,0.77,0.25,1.26,21.57
DCC_joint,,1.68,,0.01,1.64,1.38,2.29,1.98,0.55,14.92
DCC_bivariate_loop,,1.68,0.01,,1.65,1.38,2.29,1.98,0.56,14.84
SW_cross_validated,,0.08,1.64,1.65,,0.26,0.64,0.14,1.24,18.86
SW_15,,0.20,1.38,1.38,0.26,,0.89,0.43,0.95,18.03
SW_30,,0.77,2.29,2.29,0.64,0.89,,0.59,1.96,20.88
SW_60,,0.25,1.98,1.98,0.14,0.43,0.59,,1.60,25.23
SW_120,,1.26,0.55,0.56,1.24,0.95,1.96,1.60,,18.99
sFC,,21.57,14.92,14.84,18.86,18.03,20.88,25.23,18.99,
