,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point
0,179,179,179,179,179,179,179,179,179,179,179
1,179,179,179,179,179,179,179,179,179,179,179
2,179,179,179,179,179,179,179,179,179,179,179
3,179,179,179,179,179,179,179,179,179,179,179
4,179,179,179,179,175,179,179,179,179,179,177
5,179,179,179,179,179,179,179,179,179,179,179
6,179,179,179,179,179,179,179,179,179,177,179
7,179,179,179,179,177,179,179,179,179,179,179
8,179,179,179,179,179,179,179,179,179,179,179
9,179,179,179,179,179,179,179,179,179,179,179
