,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,1.000,-0.245,-0.141,0.196,0.294,-0.111,0.016,-0.113,0.039,-0.076,0.240,0.267,0.181,-0.043,0.022,0.489,0.022,0.278,-0.009,0.169,0.069,0.121,0.215,-0.148,-0.031,0.034,-0.072,-0.005,-0.072,0.010,-0.031,0.090,0.101,0.092,-0.178,-0.064,0.167,-0.084,-0.107,-0.101,-0.029,-0.032,-0.117,0.026,-0.079,-0.077,0.054,-0.028,-0.049,-0.036
1,-0.245,1.000,0.103,0.018,0.086,0.084,0.002,0.093,0.050,0.095,-0.145,-0.094,-0.113,0.048,-0.026,0.001,0.157,-0.059,-0.018,-0.067,0.147,-0.043,0.074,0.077,-0.006,0.054,0.057,0.013,0.095,0.012,0.085,-0.044,0.004,-0.101,0.152,0.107,-0.035,0.007,0.061,0.091,0.027,0.026,0.038,0.026,0.080,0.014,-0.025,0.030,0.036,-0.013
2,-0.141,0.103,1.000,-0.075,0.024,0.119,-0.179,0.169,0.275,-0.180,-0.205,-0.286,-0.135,0.154,-0.131,-0.033,0.069,-0.101,-0.088,-0.006,-0.029,0.022,-0.045,-0.042,0.074,-0.092,-0.008,0.050,0.115,0.223,-0.052,-0.006,-0.015,0.027,0.067,0.085,0.058,-0.065,0.014,-0.138,-0.122,-0.069,0.027,-0.114,0.017,0.020,-0.047,-0.026,0.055,-0.040
3,0.196,0.018,-0.075,1.000,0.268,0.025,-0.028,0.045,-0.093,-0.006,0.118,0.094,0.097,0.020,-0.014,0.171,0.053,0.116,0.056,0.179,0.146,0.051,0.160,-0.003,0.007,0.081,-0.040,0.043,-0.023,0.079,0.012,0.094,0.097,0.037,-0.011,0.053,0.028,-0.052,-0.002,0.001,-0.003,-0.014,0.026,0.075,-0.034,-0.094,-0.043,0.015,-0.043,-0.004
4,0.294,0.086,0.024,0.268,1.000,-0.064,-0.007,-0.042,-0.015,-0.035,0.155,0.081,0.074,-0.058,0.012,0.291,0.022,0.095,0.033,0.196,0.050,0.024,0.160,-0.095,-0.056,-0.006,-0.056,0.002,-0.019,0.099,0.002,0.092,0.090,0.057,-0.110,0.010,0.143,-0.053,-0.054,-0.061,-0.006,-0.074,-0.086,0.066,-0.037,-0.071,-0.080,-0.032,-0.020,-0.038
5,-0.111,0.084,0.119,0.025,-0.064,1.000,0.147,0.150,0.109,-0.089,-0.042,-0.160,-0.051,0.173,0.098,-0.030,0.029,0.018,0.043,-0.003,0.025,0.011,0.038,0.176,0.148,0.017,0.128,-0.048,0.185,0.121,-0.085,0.027,0.024,0.049,0.092,0.143,-0.060,-0.005,0.111,0.019,-0.007,-0.041,0.141,-0.053,-0.003,-0.047,-0.149,0.030,0.010,0.004
6,0.016,0.002,-0.179,-0.028,-0.007,0.147,1.000,0.073,0.067,0.141,0.125,0.076,0.222,0.028,0.240,0.084,0.086,0.140,0.125,0.066,0.071,-0.002,0.087,0.142,-0.013,0.177,0.147,0.091,0.231,-0.119,-0.054,-0.027,-0.032,0.005,0.033,-0.125,0.041,-0.007,0.038,0.033,0.034,-0.025,0.041,0.001,-0.010,-0.049,-0.019,-0.017,-0.008,-0.007
7,-0.113,0.093,0.169,0.045,-0.042,0.150,0.073,1.000,0.076,0.002,-0.041,-0.168,-0.070,0.169,-0.117,-0.078,0.083,-0.020,0.048,-0.002,0.011,0.015,-0.004,0.195,-0.038,0.031,0.035,0.148,0.144,0.063,-0.014,0.029,0.004,0.032,0.093,0.101,-0.008,-0.030,0.089,-0.040,-0.066,-0.038,0.143,-0.030,-0.016,-0.017,-0.080,0.011,0.033,-0.009
8,0.039,0.050,0.275,-0.093,-0.015,0.109,0.067,0.076,1.000,-0.182,-0.020,-0.162,-0.089,-0.014,0.002,0.169,0.231,-0.002,-0.079,0.055,-0.050,0.003,0.022,0.044,-0.123,0.043,0.091,-0.016,0.058,0.042,-0.092,-0.024,-0.003,0.013,0.007,-0.011,0.066,-0.079,-0.074,-0.012,-0.088,-0.032,0.010,-0.117,0.009,0.003,-0.062,-0.013,0.054,-0.027
9,-0.076,0.095,-0.180,-0.006,-0.035,-0.089,0.141,0.002,-0.182,1.000,0.058,0.090,-0.051,-0.062,0.147,-0.050,0.087,-0.068,0.013,-0.107,0.008,-0.067,-0.028,0.037,-0.077,0.215,0.047,0.037,0.168,-0.211,0.178,-0.078,-0.072,-0.116,0.035,-0.138,0.018,0.045,0.047,0.069,0.049,0.038,-0.040,0.071,0.042,0.009,0.014,-0.029,-0.039,-0.028
10,0.240,-0.145,-0.205,0.118,0.155,-0.042,0.125,-0.041,-0.020,0.058,1.000,0.192,0.246,-0.076,0.229,0.068,-0.031,0.180,0.229,0.190,0.041,0.021,0.081,-0.044,-0.089,0.088,-0.012,0.120,-0.043,0.051,0.023,0.080,0.080,0.082,-0.120,-0.032,0.014,-0.047,-0.078,0.032,-0.067,-0.034,-0.011,0.052,-0.108,-0.114,-0.054,-0.026,-0.052,-0.027
11,0.267,-0.094,-0.286,0.094,0.081,-0.160,0.076,-0.168,-0.162,0.090,0.192,1.000,0.154,-0.037,0.152,0.090,-0.040,0.129,0.203,0.092,0.037,0.221,0.068,-0.158,0.102,0.177,-0.189,0.066,-0.008,-0.102,0.039,0.150,0.170,0.091,-0.146,-0.039,0.270,0.047,-0.092,0.003,-0.011,0.027,-0.052,0.046,-0.092,-0.097,0.137,-0.027,-0.083,-0.024
12,0.181,-0.113,-0.135,0.097,0.074,-0.051,0.222,-0.070,-0.089,-0.051,0.246,0.154,1.000,0.054,0.177,0.073,-0.053,0.286,0.189,0.315,0.198,0.027,0.201,0.043,0.002,0.025,0.036,0.056,-0.044,0.046,0.040,0.044,0.037,0.089,0.043,-0.062,0.022,-0.018,0.076,-0.002,0.043,-0.068,0.041,0.077,-0.067,-0.078,0.051,-0.015,-0.044,-0.016
13,-0.043,0.048,0.154,0.020,-0.058,0.173,0.028,0.169,-0.014,-0.062,-0.076,-0.037,0.054,1.000,-0.079,0.009,0.129,0.077,0.001,0.016,0.031,-0.005,0.080,0.200,0.289,0.143,0.062,0.209,0.222,0.031,-0.107,-0.080,-0.053,-0.046,0.086,0.134,0.005,-0.031,0.099,0.068,0.033,0.015,0.152,-0.042,0.008,0.018,0.042,0.005,0.031,0.001
14,0.022,-0.026,-0.131,-0.014,0.012,0.098,0.240,-0.117,0.002,0.147,0.229,0.152,0.177,-0.079,1.000,0.036,-0.046,0.082,0.190,0.096,0.018,0.044,0.039,-0.030,0.029,0.122,0.040,-0.024,0.133,0.064,0.062,0.043,0.010,0.066,-0.019,-0.098,0.038,0.009,0.031,0.008,-0.035,-0.016,0.001,0.026,-0.038,-0.082,-0.028,-0.031,-0.049,-0.026
15,0.489,0.001,-0.033,0.171,0.291,-0.030,0.084,-0.078,0.169,-0.050,0.068,0.090,0.073,0.009,0.036,1.000,0.144,0.243,-0.018,0.057,0.064,0.037,0.240,-0.053,0.006,0.053,0.030,-0.015,0.051,-0.099,-0.020,0.019,-0.014,-0.024,-0.055,-0.018,0.087,-0.068,-0.112,0.055,-0.011,0.027,-0.102,-0.038,0.019,-0.044,0.041,-0.026,0.001,-0.043
16,0.022,0.157,0.069,0.053,0.022,0.029,0.086,0.083,0.231,0.087,-0.031,-0.040,-0.053,0.129,-0.046,0.144,1.000,-0.051,-0.099,-0.030,0.006,-0.093,0.018,0.061,-0.095,0.159,0.057,-0.000,0.041,-0.085,0.032,-0.084,-0.085,-0.118,0.042,0.029,-0.022,-0.058,-0.086,0.070,0.027,0.079,0.015,-0.037,0.039,0.003,0.038,-0.002,0.027,-0.034
17,0.278,-0.059,-0.101,0.116,0.095,0.018,0.140,-0.020,-0.002,-0.068,0.180,0.129,0.286,0.077,0.082,0.243,-0.051,1.000,0.082,0.154,0.295,0.065,0.432,0.033,0.054,0.007,0.006,0.072,0.022,0.023,-0.090,0.025,0.027,0.095,-0.082,-0.043,0.055,-0.028,0.009,-0.099,-0.025,0.016,0.013,0.002,-0.068,-0.050,0.070,0.000,-0.023,-0.013
18,-0.009,-0.018,-0.088,0.056,0.033,0.043,0.125,0.048,-0.079,0.013,0.229,0.203,0.189,0.001,0.190,-0.018,-0.099,0.082,1.000,0.104,0.012,0.078,0.033,0.016,0.044,0.068,-0.053,0.115,0.044,0.055,0.017,0.172,0.107,0.157,-0.062,0.023,0.036,0.015,0.046,0.021,-0.018,-0.058,0.077,0.074,-0.061,-0.094,-0.057,-0.004,-0.039,-0.009
19,0.169,-0.067,-0.006,0.179,0.196,-0.003,0.066,-0.002,0.055,-0.107,0.190,0.092,0.315,0.016,0.096,0.057,-0.030,0.154,0.104,1.000,0.076,0.068,0.121,-0.030,-0.008,-0.039,-0.038,0.088,-0.070,0.202,-0.044,0.125,0.164,0.155,-0.043,0.048,0.166,-0.070,-0.003,-0.040,-0.015,-0.093,0.022,0.031,-0.085,-0.098,-0.058,-0.011,-0.038,-0.028
20,0.069,0.147,-0.029,0.146,0.050,0.025,0.071,0.011,-0.050,0.008,0.041,0.037,0.198,0.031,0.018,0.064,0.006,0.295,0.012,0.076,1.000,0.043,0.194,-0.001,0.018,-0.001,0.040,0.034,-0.011,0.042,0.017,0.009,0.017,0.011,0.063,0.021,-0.017,-0.018,0.069,-0.033,0.018,0.014,0.066,0.013,-0.017,-0.013,0.049,0.007,-0.015,-0.007
21,0.121,-0.043,0.022,0.051,0.024,0.011,-0.002,0.015,0.003,-0.067,0.021,0.221,0.027,-0.005,0.044,0.037,-0.093,0.065,0.078,0.068,0.043,1.000,0.047,-0.115,0.072,-0.022,-0.102,-0.005,-0.003,0.086,-0.014,0.145,0.173,0.149,-0.029,-0.024,0.241,0.001,-0.033,-0.097,-0.049,-0.048,-0.054,-0.010,-0.061,-0.056,0.022,-0.026,-0.043,-0.021
22,0.215,0.074,-0.045,0.160,0.160,0.038,0.087,-0.004,0.022,-0.028,0.081,0.068,0.201,0.080,0.039,0.240,0.018,0.432,0.033,0.121,0.194,0.047,1.000,0.081,0.026,0.013,0.021,0.031,0.037,0.020,-0.029,0.022,0.033,0.061,-0.016,0.026,0.049,-0.042,0.013,-0.014,0.008,0.018,-0.030,0.032,-0.040,-0.043,0.026,-0.008,-0.003,-0.018
23,-0.148,0.077,-0.042,-0.003,-0.095,0.176,0.142,0.195,0.044,0.037,-0.044,-0.158,0.043,0.200,-0.030,-0.053,0.061,0.033,0.016,-0.030,-0.001,-0.115,0.081,1.000,0.010,0.076,0.190,0.096,0.118,-0.038,-0.040,-0.110,-0.065,-0.039,0.193,0.164,-0.124,0.023,0.217,0.174,0.130,0.009,0.173,0.080,0.026,0.005,-0.070,0.017,0.086,0.034
24,-0.031,-0.006,0.074,0.007,-0.056,0.148,-0.013,-0.038,-0.123,-0.077,-0.089,0.102,0.002,0.289,0.029,0.006,-0.095,0.054,0.044,-0.008,0.018,0.072,0.026,0.010,1.000,0.115,-0.087,0.206,0.175,0.071,-0.103,0.059,0.034,0.015,-0.019,0.074,0.061,0.055,0.052,-0.008,0.038,-0.035,0.135,-0.028,0.033,-0.047,0.014,0.009,-0.017,-0.001
25,0.034,0.054,-0.092,0.081,-0.006,0.017,0.177,0.031,0.043,0.215,0.088,0.177,0.025,0.143,0.122,0.053,0.159,0.007,0.068,-0.039,-0.001,-0.022,0.013,0.076,0.115,1.000,0.019,0.049,0.107,-0.182,0.092,-0.020,-0.058,-0.051,0.017,-0.067,0.018,0.002,-0.021,0.037,0.003,0.016,0.082,0.034,0.056,-0.060,0.097,-0.013,-0.027,-0.025
26,-0.072,0.057,-0.008,-0.040,-0.056,0.128,0.147,0.035,0.091,0.047,-0.012,-0.189,0.036,0.062,0.040,0.030,0.057,0.006,-0.053,-0.038,0.040,-0.102,0.021,0.190,-0.087,0.019,1.000,-0.038,0.081,-0.010,0.022,-0.073,-0.121,-0.129,0.225,0.037,-0.144,0.013,0.171,0.152,0.087,0.033,0.008,0.091,0.069,0.036,-0.070,0.003,0.078,-0.002
27,-0.005,0.013,0.050,0.043,0.002,-0.048,0.091,0.148,-0.016,0.037,0.120,0.066,0.056,0.209,-0.024,-0.015,-0.000,0.072,0.115,0.088,0.034,-0.005,0.031,0.096,0.206,0.049,-0.038,1.000,0.181,0.091,-0.051,0.010,0.017,-0.005,-0.013,0.126,0.053,0.007,0.040,-0.009,0.006,-0.061,0.120,-0.016,-0.017,-0.018,-0.042,-0.024,0.015,-0.009
28,-0.072,0.095,0.115,-0.023,-0.019,0.185,0.231,0.144,0.058,0.168,-0.043,-0.008,-0.044,0.222,0.133,0.051,0.041,0.022,0.044,-0.070,-0.011,-0.003,0.037,0.118,0.175,0.107,0.081,0.181,1.000,-0.026,-0.007,-0.061,-0.089,-0.043,0.067,-0.002,0.050,0.011,0.078,-0.024,-0.082,0.013,0.047,-0.078,0.064,-0.028,-0.131,-0.010,0.003,-0.019
29,0.010,0.012,0.223,0.079,0.099,0.121,-0.119,0.063,0.042,-0.211,0.051,-0.102,0.046,0.031,0.064,-0.099,-0.085,0.023,0.055,0.202,0.042,0.086,0.020,-0.038,0.071,-0.182,-0.010,0.091,-0.026,1.000,-0.009,0.104,0.142,0.164,0.023,0.157,0.063,-0.053,0.096,-0.126,-0.076,-0.133,0.034,0.019,-0.070,-0.053,-0.131,-0.034,0.003,-0.018
30,-0.031,0.085,-0.052,0.012,0.002,-0.085,-0.054,-0.014,-0.092,0.178,0.023,0.039,0.040,-0.107,0.062,-0.020,0.032,-0.090,0.017,-0.044,0.017,-0.014,-0.029,-0.040,-0.103,0.092,0.022,-0.051,-0.007,-0.009,1.000,-0.072,-0.104,-0.044,0.069,-0.021,-0.063,0.067,0.031,0.037,-0.009,0.029,-0.035,0.108,0.073,0.015,0.001,-0.026,-0.067,-0.053
