,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.1090,0.9605,0.0000,0.0000,0.0000,0.0000,0.0000,0.0027
DCC_joint,nan,3.4236,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,1.
DCC_bivariate_loop,nan,2.4134,-0.4272,-,0.0000,0.0000,0.0000,0.0000,0.0000,1.
SW_cross_validated,nan,-15.3576,-19.0177,-15.9917,-,0.0000,0.0086,1.,1.,0.0000
SW_15,nan,-26.8088,-29.8519,-26.8162,-13.7112,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-16.3624,-18.9409,-17.0797,-4.5673,7.4748,-,0.0073,0.0008,0.0000
SW_60,nan,-14.0344,-17.3378,-14.8388,0.2911,13.4434,4.6441,-,1.,0.0000
SW_120,nan,-12.0091,-15.0902,-12.9987,1.6773,14.3323,5.6799,1.3308,-,0.0000
sFC,nan,5.1009,1.2541,1.4195,22.0437,32.3994,20.6374,19.8032,17.1896,-
