,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.88,1.17,1.59,10.50,7.21,4.05,2.39,0.73
DCC_joint,,0.88,,0.30,0.70,8.28,5.39,2.75,1.35,0.14
DCC_bivariate_loop,,1.17,0.30,,0.39,7.52,4.78,2.31,0.99,0.43
SW_cross_validated,,1.59,0.70,0.39,,6.90,4.21,1.82,0.56,0.84
SW_15,,10.50,8.28,7.52,6.90,,4.16,6.45,7.17,8.47
SW_30,,7.21,5.39,4.78,4.21,4.16,,2.92,4.08,5.58
SW_60,,4.05,2.75,2.31,1.82,6.45,2.92,,1.37,2.92
SW_120,,2.39,1.35,0.99,0.56,7.17,4.08,1.37,,1.50
sFC,,0.73,0.14,0.43,0.84,8.47,5.58,2.92,1.50,
