,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.52,1.07,6.86,11.98,7.31,6.27,5.37,2.26
DCC_joint,,1.52,,0.19,8.50,13.35,8.47,7.75,6.75,0.56
DCC_bivariate_loop,,1.07,0.19,,7.15,11.99,7.64,6.64,5.81,0.63
SW_cross_validated,,6.86,8.50,7.15,,6.13,2.04,0.13,0.75,9.86
SW_15,,11.98,13.35,11.99,6.13,,3.34,6.01,6.41,14.49
SW_30,,7.31,8.47,7.64,2.04,3.34,,2.08,2.54,9.23
SW_60,,6.27,7.75,6.64,0.13,6.01,2.08,,0.60,8.86
SW_120,,5.37,6.75,5.81,0.75,6.41,2.54,0.60,,7.69
sFC,,2.26,0.56,0.63,9.86,14.49,9.23,8.86,7.69,
