,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,7.55,5.27,3.68,31.44,16.96,10.03,6.92,2.87
DCC_joint,,7.55,,4.64,11.61,104.09,50.07,26.62,19.99,6.76
DCC_bivariate_loop,,5.27,4.64,,9.56,84.68,42.15,22.75,16.78,3.21
SW_cross_validated,,3.68,11.61,9.56,,22.44,10.39,4.99,2.32,7.20
SW_15,,31.44,104.09,84.68,22.44,,27.15,26.12,27.73,55.72
SW_30,,16.96,50.07,42.15,10.39,27.15,,7.22,10.48,29.97
SW_60,,10.03,26.62,22.75,4.99,26.12,7.22,,3.28,17.34
SW_120,,6.92,19.99,16.78,2.32,27.73,10.48,3.28,,12.63
sFC,,2.87,6.76,3.21,7.20,55.72,29.97,17.34,12.63,
