,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.5845e-09,1.3411e-08,1.3341e-06,2.0568e-22,4.2891e-18,3.3221e-14,4.8829e-12,5.8590e-03
DCC_joint,,1.5845e-09,,3.0947e-02,4.9303e-13,5.8157e-30,2.2011e-25,1.0163e-20,1.2502e-19,7.1360e-11
DCC_bivariate_loop,,1.3411e-08,3.0947e-02,,1.7326e-12,5.8167e-29,1.5175e-24,4.3276e-20,6.8140e-19,3.0712e-09
SW_cross_validated,,1.3341e-06,4.9303e-13,1.7326e-12,,1.4402e-19,3.1733e-14,4.6100e-09,2.9388e-05,1.6989e-09
SW_15,,2.0568e-22,5.8157e-30,5.8167e-29,1.4402e-19,,1.9189e-20,3.4559e-21,5.8277e-23,3.8375e-27
SW_30,,4.2891e-18,2.2011e-25,1.5175e-24,3.1733e-14,1.9189e-20,,3.2626e-12,7.8936e-16,1.6111e-22
SW_60,,3.3221e-14,1.0163e-20,4.3276e-20,4.6100e-09,3.4559e-21,3.2626e-12,,5.0471e-07,6.5064e-18
SW_120,,4.8829e-12,1.2502e-19,6.8140e-19,2.9388e-05,5.8277e-23,7.8936e-16,5.0471e-07,,3.2467e-16
sFC,,5.8590e-03,7.1360e-11,3.0712e-09,1.6989e-09,3.8375e-27,1.6111e-22,6.5064e-18,3.2467e-16,
