,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-11.39,-8.05,8.05,56.09,32.44,19.24,12.13,-2.94
DCC_joint,,-11.39,,6.43,19.80,151.36,83.18,44.73,25.05,12.81
DCC_bivariate_loop,,-8.05,6.43,,16.93,144.87,77.29,40.31,22.14,7.63
SW_cross_validated,,8.05,19.80,16.93,,37.36,17.98,7.93,3.70,-12.09
SW_15,,56.09,151.36,144.87,37.36,,-48.72,-47.13,-32.69,-99.70
SW_30,,32.44,83.18,77.29,17.98,-48.72,,-14.57,-13.22,-55.17
SW_60,,19.24,44.73,40.31,7.93,-47.13,-14.57,,-3.47,-29.98
SW_120,,12.13,25.05,22.14,3.70,-32.69,-13.22,-3.47,,-16.97
sFC,,-2.94,12.81,7.63,-12.09,-99.70,-55.17,-29.98,-16.97,
