,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.15,0.61,0.87,2.51,0.19,0.89,0.36,0.29
DCC_joint,,0.15,,0.68,1.46,3.82,0.45,1.01,0.77,0.23
DCC_bivariate_loop,,0.61,0.68,,1.73,3.62,0.91,0.37,1.19,0.45
SW_cross_validated,,0.87,1.46,1.73,,1.93,0.77,1.91,0.68,1.51
SW_15,,2.51,3.82,3.62,1.93,,2.61,3.58,2.77,3.67
SW_30,,0.19,0.45,0.91,0.77,2.61,,1.17,0.17,0.58
SW_60,,0.89,1.01,0.37,1.91,3.58,1.17,,1.44,0.80
SW_120,,0.36,0.77,1.19,0.68,2.77,0.17,1.44,,0.88
sFC,,0.29,0.23,0.45,1.51,3.67,0.58,0.80,0.88,
