,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-0.34,-1.36,1.96,5.60,0.43,-1.99,0.80,-0.65
DCC_joint,,-0.34,,-1.51,3.25,8.54,1.00,-2.25,1.72,-0.52
DCC_bivariate_loop,,-1.36,-1.51,,3.86,8.09,2.02,-0.83,2.66,1.01
SW_cross_validated,,1.96,3.25,3.86,,4.31,-1.72,-4.26,-1.53,-3.38
SW_15,,5.60,8.54,8.09,4.31,,-5.85,-8.00,-6.18,-8.21
SW_30,,0.43,1.00,2.02,-1.72,-5.85,,-2.62,0.39,-1.30
SW_60,,-1.99,-2.25,-0.83,-4.26,-8.00,-2.62,,3.21,1.79
SW_120,,0.80,1.72,2.66,-1.53,-6.18,0.39,3.21,,-1.98
sFC,,-0.65,-0.52,1.01,-3.38,-8.21,-1.30,1.79,-1.98,
