,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.0893,0.0453,0.0000,0.0000,0.0000,0.0000,0.0000,0.0295
DCC_joint,,0.0893,,0.5396,0.0000,0.0000,0.0000,0.0000,0.0000,0.4255
DCC_bivariate_loop,,0.0453,0.5396,,0.0000,0.0000,0.0000,0.0000,0.0000,0.9406
SW_cross_validated,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.2410,0.5089,0.0000
SW_15,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000
SW_30,,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000
SW_60,,0.0000,0.0000,0.0000,0.2410,0.0000,0.0000,,0.0572,0.0000
SW_120,,0.0000,0.0000,0.0000,0.5089,0.0000,0.0000,0.0572,,0.0000
sFC,,0.0295,0.4255,0.9406,0.0000,0.0000,0.0000,0.0000,0.0000,
