,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.78,0.16,10.07,26.23,13.84,8.44,7.97,1.57
DCC_joint,,0.78,,0.82,9.58,24.17,13.50,8.53,7.94,0.80
DCC_bivariate_loop,,0.16,0.82,,7.73,21.52,12.05,7.43,6.52,1.53
SW_cross_validated,,10.07,9.58,7.73,,22.01,7.93,2.34,0.40,9.44
SW_15,,26.23,24.17,21.52,22.01,,7.16,11.01,17.98,22.74
SW_30,,13.84,13.50,12.05,7.93,7.16,,3.85,7.27,13.34
SW_60,,8.44,8.53,7.43,2.34,11.01,3.85,,2.36,8.73
SW_120,,7.97,7.94,6.52,0.40,17.98,7.27,2.36,,8.09
sFC,,1.57,0.80,1.53,9.44,22.74,13.34,8.73,8.09,
