,null,constant,periodic_1,periodic_2,periodic_3,checkerboard,stepwise,state_transition
0,1.146,1.063,0.713,0.929,1.251,0.193,0.420,1.321
1,1.040,0.841,0.965,0.318,0.311,1.339,0.507,0.742
2,0.805,0.255,0.173,0.394,0.120,1.371,0.612,0.940
3,0.731,0.621,0.627,1.229,0.217,1.014,0.237,0.576
4,1.167,1.377,0.306,0.237,0.148,0.402,0.547,0.810
5,0.992,0.584,0.358,0.339,1.042,1.578,0.229,1.113
6,0.709,0.414,0.668,0.192,0.208,1.140,0.292,0.588
7,0.837,1.424,0.264,0.650,0.157,0.891,1.154,0.916
8,1.339,0.398,0.641,0.717,0.745,1.066,1.350,1.155
9,0.174,1.478,0.274,0.162,1.326,1.089,0.232,1.314
10,0.836,0.467,0.869,0.225,0.260,0.313,0.281,1.142
11,1.088,0.251,0.739,0.363,0.209,0.469,0.126,1.407
12,1.125,0.243,0.192,0.165,0.253,0.124,0.659,0.914
13,1.219,1.243,0.495,0.558,1.326,0.420,0.301,1.152
14,0.322,0.716,0.901,0.309,0.794,0.739,0.719,0.343
15,0.555,0.516,0.177,0.262,0.159,1.085,0.583,1.823
16,0.899,1.096,0.721,0.282,0.238,0.256,0.264,0.248
17,0.761,0.982,0.227,0.253,0.248,1.071,0.294,1.151
18,1.357,0.924,0.693,0.345,0.372,0.757,1.356,1.108
19,0.564,0.131,0.785,0.337,0.244,1.027,0.703,1.487
20,0.889,1.196,0.763,0.411,0.387,0.300,0.819,0.957
21,0.203,1.233,0.281,0.324,0.329,0.290,0.578,0.799
22,1.272,0.395,0.494,0.662,0.305,0.149,0.348,0.688
23,0.291,0.843,0.433,0.205,0.330,0.261,0.714,1.093
24,0.327,1.595,0.291,0.179,0.354,0.913,0.354,0.483
25,0.187,1.114,0.639,0.334,1.517,0.485,0.167,0.244
26,0.425,1.429,0.819,0.325,0.256,0.278,0.969,0.133
27,0.476,0.434,0.371,0.200,0.170,1.343,0.470,0.521
28,1.039,0.250,0.497,0.378,0.948,0.990,1.095,1.414
29,0.294,0.992,0.757,0.533,0.177,1.179,0.462,0.182
30,0.476,1.429,0.208,0.307,0.334,0.784,0.253,0.380
31,0.480,0.576,0.275,0.194,0.248,0.828,0.796,0.850
32,1.138,1.595,0.892,0.448,0.272,1.327,0.766,1.188
33,1.439,0.939,0.761,0.299,0.255,0.257,0.931,1.487
34,0.469,1.150,0.329,0.182,0.316,0.247,0.574,1.112
