,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.67,0.87,1.74,4.03,1.91,1.03,1.76,7.13
DCC_joint,,1.67,,4.51,0.41,3.70,0.51,0.98,0.27,11.29
DCC_bivariate_loop,,0.87,4.51,,3.52,7.33,4.39,3.15,4.10,19.14
SW_cross_validated,,1.74,0.41,3.52,,2.53,0.00,1.11,0.17,6.16
SW_15,,4.03,3.70,7.33,2.53,,2.95,4.33,3.11,3.35
SW_30,,1.91,0.51,4.39,0.00,2.95,,1.34,0.21,8.25
SW_60,,1.03,0.98,3.15,1.11,4.33,1.34,,1.11,11.25
SW_120,,1.76,0.27,4.10,0.17,3.11,0.21,1.11,,8.39
sFC,,7.13,11.29,19.14,6.16,3.35,8.25,11.25,8.39,
