,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,4.9903e-21,3.2621e-60,5.3946e-62,1.3470e-198,5.8686e-76,1.6740e-98,3.6776e-70,9.2798e-09
DCC_joint,,4.9903e-21,,6.2516e-31,2.5767e-105,8.9141e-233,3.0066e-120,1.2654e-157,7.2651e-116,8.1171e-11
DCC_bivariate_loop,,3.2621e-60,6.2516e-31,,6.9637e-130,7.1594e-238,2.4639e-142,2.7657e-172,6.4267e-139,3.8868e-58
SW_cross_validated,,5.3946e-62,2.5767e-105,6.9637e-130,,7.8757e-123,1.1051e-02,3.0473e-03,3.3071e-01,4.0391e-97
SW_15,,1.3470e-198,8.9141e-233,7.1594e-238,7.8757e-123,,5.5970e-115,4.8458e-135,4.0847e-123,1.4989e-234
SW_30,,5.8686e-76,3.0066e-120,2.4639e-142,1.1051e-02,5.5970e-115,,9.9867e-01,1.0077e-01,1.5993e-113
SW_60,,1.6740e-98,1.2654e-157,2.7657e-172,3.0473e-03,4.8458e-135,9.9867e-01,,5.2739e-02,3.7607e-158
SW_120,,3.6776e-70,7.2651e-116,6.4267e-139,3.3071e-01,4.0847e-123,1.0077e-01,5.2739e-02,,9.3219e-109
sFC,,9.2798e-09,8.1171e-11,3.8868e-58,4.0391e-97,1.4989e-234,1.5993e-113,3.7607e-158,9.3219e-109,
