,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,29.69,16.04,37.30,154.85,98.60,58.33,37.67,29.83
DCC_joint,,29.69,,-13.67,18.15,186.82,101.89,43.15,21.60,0.86
DCC_bivariate_loop,,16.04,-13.67,,25.82,161.18,94.77,48.21,27.90,14.08
SW_cross_validated,,37.30,18.15,25.82,,97.86,47.05,15.19,6.35,-17.39
SW_15,,154.85,186.82,161.18,97.86,,-74.69,-97.10,-69.31,-180.35
SW_30,,98.60,101.89,94.77,47.05,-74.69,,-36.06,-29.77,-98.24
SW_60,,58.33,43.15,48.21,15.19,-97.10,-36.06,,-5.58,-41.74
SW_120,,37.67,21.60,27.90,6.35,-69.31,-29.77,-5.58,,-21.02
sFC,,29.83,0.86,14.08,-17.39,-180.35,-98.24,-41.74,-21.02,
