,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,3.6691e-08,4.2206e-09,4.6017e-17,1.6559e-32,4.0912e-27,4.4406e-23,3.3665e-18,4.1096e-08
DCC_joint,,3.6691e-08,,1.6751e-02,1.4064e-13,1.8228e-30,2.4667e-25,5.2950e-21,2.9464e-16,9.0569e-01
DCC_bivariate_loop,,4.2206e-09,1.6751e-02,,2.5795e-11,1.1486e-28,8.0289e-24,2.0456e-19,5.3523e-15,2.2427e-02
SW_cross_validated,,4.6017e-17,1.4064e-13,2.5795e-11,,4.6380e-29,4.0043e-23,4.0403e-17,1.0100e-10,2.1016e-13
SW_15,,1.6559e-32,1.8228e-30,1.1486e-28,4.6380e-29,,1.1740e-23,8.6706e-27,1.2658e-24,3.0075e-30
SW_30,,4.0912e-27,2.4667e-25,8.0289e-24,4.0043e-23,1.1740e-23,,4.4653e-18,4.2928e-18,3.5919e-25
SW_60,,4.4406e-23,5.2950e-21,2.0456e-19,4.0403e-17,8.6706e-27,4.4653e-18,,1.1651e-08,7.5627e-21
SW_120,,3.3665e-18,2.9464e-16,5.3523e-15,1.0100e-10,1.2658e-24,4.2928e-18,1.1651e-08,,3.6844e-16
sFC,,4.1096e-08,9.0569e-01,2.2427e-02,2.1016e-13,3.0075e-30,3.5919e-25,7.5627e-21,3.6844e-16,
