,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,4.8831e-10,1.4592e-12,6.3347e-18,1.6852e-30,1.6602e-26,2.9238e-22,3.7252e-17,3.6257e-10
DCC_joint,,4.8831e-10,,1.9786e-06,2.9078e-14,1.7994e-29,3.1348e-25,1.4159e-20,3.8507e-15,9.0513e-01
DCC_bivariate_loop,,1.4592e-12,1.9786e-06,,1.5900e-09,1.2566e-27,2.7147e-23,2.0737e-18,5.8903e-13,2.2523e-06
SW_cross_validated,,6.3347e-18,2.9078e-14,1.5900e-09,,3.2151e-28,3.5814e-23,5.4881e-17,1.1598e-09,2.8368e-14
SW_15,,1.6852e-30,1.7994e-29,1.2566e-27,3.2151e-28,,2.8983e-21,3.4222e-24,9.4335e-23,1.6003e-29
SW_30,,1.6602e-26,3.1348e-25,2.7147e-23,3.5814e-23,2.8983e-21,,1.6813e-16,5.4759e-17,2.8665e-25
SW_60,,2.9238e-22,1.4159e-20,2.0737e-18,5.4881e-17,3.4222e-24,1.6813e-16,,1.8731e-08,1.3449e-20
SW_120,,3.7252e-17,3.8507e-15,5.8903e-13,1.1598e-09,9.4335e-23,5.4759e-17,1.8731e-08,,3.8845e-15
sFC,,3.6257e-10,9.0513e-01,2.2523e-06,2.8368e-14,1.6003e-29,2.8665e-25,1.3449e-20,3.8845e-15,
