,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,8.93,13.23,25.59,139.59,90.80,58.78,25.13,8.78
DCC_joint,,8.93,,5.83,19.61,160.42,100.00,60.02,20.85,0.03
DCC_bivariate_loop,,13.23,5.83,,10.94,130.39,78.96,45.48,16.61,-5.67
SW_cross_validated,,25.59,19.61,10.94,,151.54,85.83,42.91,11.09,-18.95
SW_15,,139.59,160.42,130.39,151.54,,-72.24,-111.80,-56.66,-154.50
SW_30,,90.80,100.00,78.96,85.83,-72.24,,-43.04,-27.34,-96.32
SW_60,,58.78,60.02,45.48,42.91,-111.80,-43.04,,-8.79,-57.95
SW_120,,25.13,20.85,16.61,11.09,-56.66,-27.34,-8.79,,-20.65
sFC,,8.78,0.03,-5.67,-18.95,-154.50,-96.32,-57.95,-20.65,
