,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,8.5901e-01,2.7762e-24,6.0881e-77,1.5623e-268,2.6233e-207,5.4832e-148,7.6448e-99,7.1126e-15
SVWP,8.5901e-01,,5.8848e-25,1.0050e-77,3.9366e-269,4.9572e-208,8.0932e-149,1.1725e-99,1.8317e-15
DCC_joint,2.7762e-24,5.8848e-25,,1.1346e-31,4.8070e-236,1.4204e-165,5.5306e-98,3.9672e-50,1.1795e-03
SW_cross_validated,6.0881e-77,1.0050e-77,1.1346e-31,,5.5793e-188,4.7726e-103,4.5388e-31,4.1121e-04,9.4703e-47
SW_15,1.5623e-268,3.9366e-269,4.8070e-236,5.5793e-188,,1.8545e-108,5.1346e-174,2.4675e-185,6.5032e-254
SW_30,2.6233e-207,4.9572e-208,1.4204e-165,4.7726e-103,1.8545e-108,,2.8740e-62,3.6396e-93,6.4145e-186
SW_60,5.4832e-148,8.0932e-149,5.5306e-98,4.5388e-31,5.1346e-174,2.8740e-62,,1.1255e-18,2.6664e-119
SW_120,7.6448e-99,1.1725e-99,3.9672e-50,4.1121e-04,2.4675e-185,3.6396e-93,1.1255e-18,,6.2371e-68
sFC,7.1126e-15,1.8317e-15,1.1795e-03,9.4703e-47,6.5032e-254,6.4145e-186,2.6664e-119,6.2371e-68,
