,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.02,1.09,2.34,9.10,6.23,4.19,2.87,0.81
SVWP,0.02,,1.11,2.36,9.14,6.26,4.21,2.89,0.83
DCC_joint,1.09,1.11,,1.28,7.46,4.73,2.85,1.72,0.33
SW_cross_validated,2.34,2.36,1.28,,5.50,2.97,1.27,0.36,1.64
SW_15,9.10,9.14,7.46,5.50,,3.11,5.01,5.40,8.33
SW_30,6.23,6.26,4.73,2.97,3.11,,2.00,2.73,5.42
SW_60,4.19,4.21,2.85,1.27,5.01,2.00,,0.93,3.39
SW_120,2.87,2.89,1.72,0.36,5.40,2.73,0.93,,2.13
sFC,0.81,0.83,0.33,1.64,8.33,5.42,3.39,2.13,
