,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,-,0.3075,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.
SVWP,-2.643,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.
DCC_joint,-30.2998,-37.8246,-,0.0000,0.8205,0.0000,0.0000,0.0000,0.
SW_cross_validated,-13.2814,-14.455,22.6919,-,0.0000,1.,0.0000,0.0000,0.
SW_15,-28.1004,-34.383,2.2858,-19.774,-,0.0000,0.0000,0.3208,0.
SW_30,-14.2513,-15.8148,21.6463,-1.2161,18.7309,-,0.0000,0.0000,0.
SW_60,-9.6442,-9.6412,29.2722,5.3954,25.9793,6.7162,-,0.0000,0.
SW_120,-26.6779,-32.9349,5.0826,-17.8135,2.6284,-16.7218,-24.1995,-,0.
sFC,-200.4232,-323.6267,-272.1036,-293.2784,-259.5541,-296.3298,-329.0234,-281.8047,-
