,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.03,-15.98,-3.11,18.48,-6.91,-4.79,15.16,-4.40
SVWP,0.03,,-16.19,-3.15,18.53,-6.96,-4.84,15.29,-4.64
DCC_joint,-15.98,-16.19,,8.69,24.59,2.75,7.19,24.19,14.50
SW_cross_validated,-3.11,-3.15,8.69,,18.17,-3.92,-1.31,13.60,1.21
SW_15,18.48,18.53,24.59,18.17,,-19.34,-19.02,-9.45,-19.88
SW_30,-6.91,-6.96,2.75,-3.92,-19.34,,2.82,15.01,5.60
SW_60,-4.79,-4.84,7.19,-1.31,-19.02,2.82,,14.87,2.98
SW_120,15.16,15.29,24.19,13.60,-9.45,15.01,14.87,,-18.12
sFC,-4.40,-4.64,14.50,1.21,-19.88,5.60,2.98,-18.12,
